name x y flux0 flux1 flux2 width rv
F05263 -14.346  31.147 2.19e-17 1.54e-17 1.05e-17 22.64 1586.23
F05268 -14.308  31.231 1.74e-17 1.39e-17 8.39e-18 21.26 1586.19
F05259 -14.262  31.176 1.89e-17 1.37e-17 8.27e-18 20.50 1586.30
F05265 -14.242  31.112 3.07e-17 2.10e-17 1.43e-17 19.68 1586.18
F05270 -14.226  31.178 2.36e-17 1.39e-17 1.03e-17 18.37 1586.25
F05260 -14.215  31.185 2.49e-17 1.61e-17 1.08e-17 15.16 1586.34
F05267 -14.214  30.980 4.24e-17 3.09e-17 2.00e-17 22.35 1586.19
F05274 -14.207  31.038 4.99e-17 3.44e-17 2.27e-17 27.78 1586.35
F05272 -14.207  31.107 2.70e-17 1.96e-17 1.35e-17 25.76 1586.28
F05256 -14.196  31.075 2.30e-17 1.59e-17 9.88e-18 19.33 1586.30
F05266 -14.196  31.134 2.92e-17 2.07e-17 1.46e-17 17.19 1586.29
F05278 -14.191  31.115 4.54e-17 3.28e-17 2.14e-17 24.69 1586.30
F05248 -14.189  31.119 2.39e-17 1.69e-17 1.09e-17 20.97 1586.38
F05264 -14.188  31.125 4.93e-17 3.38e-17 2.27e-17 18.74 1586.26
F05253 -14.185  31.123 3.27e-17 2.56e-17 1.43e-17 18.55 1586.32
F05277 -14.183  31.212 1.98e-17 1.49e-17 9.90e-18 24.88 1586.27
F05261 -14.181  31.124 2.93e-17 2.11e-17 1.42e-17 18.13 1586.41
F05258 -14.181  31.132 1.79e-17 1.37e-17 8.52e-18 26.59 1586.18
F05271 -14.177  31.114 3.42e-17 2.39e-17 1.62e-17 18.82 1586.26
F05269 -14.172  31.100 4.60e-17 3.09e-17 1.96e-17 19.72 1586.29
F05276 -14.169  31.015 3.45e-17 2.46e-17 1.54e-17 26.33 1586.27
F05262 -14.164  31.217 2.07e-17 1.53e-17 1.00e-17 20.48 1586.10
F05249 -14.150  31.108 3.32e-17 2.31e-17 1.66e-17 22.19 1586.17
F05254 -14.100  31.037 2.08e-17 1.61e-17 1.05e-17 24.17 1586.19
F05273 -13.986  30.620 4.15e-17 2.84e-17 1.87e-17 19.84 1586.21
F05275 -13.895  31.033 4.48e-17 3.10e-17 1.98e-17 19.08 1586.43
F06158  -7.760  39.857 2.85e-17 2.13e-17 1.52e-17 25.40 1593.80
F06144  -7.695  39.831 2.38e-17 1.69e-17 1.20e-17 20.88 1593.87
F06150  -7.665  39.778 3.67e-17 2.71e-17 1.59e-17 23.99 1593.57
F06148  -7.659  39.916 2.15e-17 1.60e-17 1.18e-17 18.30 1593.77
F06159  -7.623  39.802 4.28e-17 3.13e-17 2.23e-17 22.00 1593.89
F06145  -7.576  39.836 4.72e-17 3.31e-17 2.21e-17 23.40 1593.74
F06147  -7.545  39.843 2.80e-17 1.93e-17 1.25e-17 19.69 1593.83
F06140  -7.522  39.854 2.96e-17 2.22e-17 1.35e-17 19.32 1593.68
F06155  -7.515  39.849 1.45e-17 1.10e-17 7.27e-18 18.38 1593.80
F06141  -7.510  39.825 2.64e-17 1.99e-17 1.29e-17 18.51 1593.80
F06149  -7.506  39.840 3.28e-17 2.31e-17 1.46e-17 22.89 1593.79
F06146  -7.504  39.837 1.83e-17 1.36e-17 8.34e-18 25.17 1593.77
F06138  -7.502  39.842 4.57e-17 3.23e-17 2.08e-17 23.26 1593.78
F06161  -7.496  39.846 4.64e-17 3.11e-17 2.23e-17 26.49 1593.75
F06154  -7.468  39.871 2.56e-17 1.83e-17 1.25e-17 20.98 1593.76
F06153  -7.447  39.863 2.82e-17 2.03e-17 1.38e-17 22.65 1593.92
F06156  -7.436  39.936 1.48e-17 1.07e-17 6.86e-18 19.20 1593.86
F06143  -7.432  39.793 3.42e-17 2.52e-17 1.55e-17 25.87 1593.71
F06142  -7.394  39.808 1.84e-17 1.26e-17 8.27e-18 23.99 1593.77
F06160  -7.363  39.863 4.80e-17 3.65e-17 2.43e-17 21.13 1593.72
F06151  -7.246  40.031 3.81e-17 2.92e-17 1.90e-17 19.66 1593.67
F06152  -7.244  39.722 2.78e-17 1.99e-17 1.27e-17 22.10 1593.71
F06157  -7.225  40.199 3.72e-17 2.51e-17 1.65e-17 23.28 1593.68
F06139  -7.213  39.961 2.93e-17 2.00e-17 1.45e-17 18.27 1593.78
