name x y flux0 flux1 flux2 width rv
F06097   0.008  43.654 2.74e-17 2.10e-17 1.35e-17 21.66 1984.73
F00938   0.246  40.942 2.85e-15 1.85e-15 1.19e-15 159.69  202.14
F00940   0.331  43.880 8.67e-16 5.65e-16 4.08e-16 141.20  201.63
F00925   0.380  35.608 6.18e-16 4.84e-16 3.00e-16 121.77  201.23
F00930   0.484  42.716 1.96e-15 1.43e-15 9.23e-16 202.83  201.91
F00942   0.887  40.326 1.59e-15 1.08e-15 7.47e-16 172.56  201.97
F00946   1.202  39.095 2.22e-15 1.69e-15 1.18e-15 148.21  201.98
F00932   1.595  38.974 3.90e-16 2.87e-16 1.95e-16 160.12  202.09
F00950   1.749  40.827 1.69e-15 1.19e-15 7.51e-16 184.56  202.13
F00926   1.956  40.279 7.96e-16 6.14e-16 4.11e-16 167.52  202.06
F00934   2.065  39.603 1.11e-15 7.38e-16 5.36e-16 170.83  202.15
F00945   2.129  39.732 1.44e-15 1.17e-15 8.11e-16 153.29  202.06
F04630   2.222  36.982 5.20e-17 4.03e-17 2.40e-17 39.21  975.98
F00928   2.253  40.016 6.92e-16 4.77e-16 4.03e-16 117.62  202.19
F00927   2.263  39.671 3.01e-15 2.13e-15 1.47e-15 141.75  202.07
F00947   2.301  40.264 1.64e-15 1.37e-15 7.52e-16 178.30  202.18
F00931   2.305  39.918 1.86e-15 1.31e-15 8.32e-16 148.58  202.04
F00954   2.382  40.054 1.32e-15 8.67e-16 6.09e-16 181.35  202.00
F00933   2.397  40.378 1.60e-15 1.15e-15 8.17e-16 176.50  201.97
F00955   2.402  40.570 1.22e-15 8.47e-16 6.11e-16 191.83  202.27
F00949   2.402  40.245 1.51e-15 1.17e-15 7.22e-16 196.62  201.98
F00943   2.427  39.439 1.94e-15 1.18e-15 7.11e-16 125.05  202.06
F00939   2.428  40.098 1.48e-15 9.87e-16 6.69e-16 191.97  202.17
F00951   2.436  40.069 1.54e-15 1.38e-15 8.42e-16 201.88  202.05
F00924   2.469  41.087 2.35e-15 1.34e-15 9.55e-16 186.93  202.09
F00948   2.475  40.113 4.91e-16 3.37e-16 2.25e-16 157.39  202.09
F00929   2.501  40.749 7.04e-16 4.76e-16 3.67e-16 178.67  202.19
F00941   2.511  40.007 6.49e-16 4.32e-16 3.05e-16 169.76  202.07
F04618   2.548  36.632 6.97e-17 4.96e-17 3.82e-17 36.82  975.93
F00944   2.578  40.019 1.44e-15 1.11e-15 7.24e-16 170.60  202.12
F04626   2.599  37.111 6.15e-17 4.59e-17 2.88e-17 33.76  975.86
F04625   2.612  36.867 4.03e-17 3.32e-17 2.00e-17 29.15  976.00
F04632   2.622  36.785 8.71e-17 6.14e-17 3.85e-17 32.66  976.22
F04621   2.644  36.847 1.23e-16 9.20e-17 6.06e-17 34.81  976.12
F04631   2.652  36.981 1.00e-16 6.67e-17 4.38e-17 37.99  975.98
F04622   2.667  37.401 1.37e-16 8.65e-17 6.87e-17 35.03  976.09
F00952   2.672  39.875 1.61e-15 1.18e-15 8.30e-16 164.60  201.98
F04646   2.672  36.837 1.11e-16 6.98e-17 5.09e-17 40.96  975.92
F04639   2.681  36.878 2.63e-17 2.05e-17 1.30e-17 38.86  976.14
F04641   2.692  36.970 5.55e-17 3.87e-17 2.90e-17 28.65  975.98
F04633   2.698  36.843 1.22e-16 8.36e-17 5.53e-17 33.28  976.17
F04635   2.699  36.784 1.92e-17 1.15e-17 8.44e-18 28.23  976.24
F04619   2.699  36.867 1.29e-16 1.03e-16 7.08e-17 35.84  975.95
F04620   2.699  37.058 7.20e-17 5.37e-17 4.10e-17 39.55  976.05
F04636   2.706  36.883 9.14e-17 6.49e-17 4.41e-17 29.80  976.29
F04634   2.708  36.897 5.73e-17 3.82e-17 2.87e-17 32.33  976.04
F04644   2.716  36.881 6.58e-17 5.03e-17 3.25e-17 31.71  975.88
F04645   2.717  36.883 3.72e-17 2.70e-17 1.84e-17 39.12  976.05
F04628   2.717  36.736 1.42e-16 1.04e-16 6.72e-17 41.43  976.16
F04629   2.720  36.860 6.66e-17 4.89e-17 3.20e-17 30.09  976.10
F04640   2.722  36.888 1.77e-17 1.22e-17 8.96e-18 36.30  976.05
F04642   2.731  36.905 1.76e-17 1.49e-17 9.85e-18 41.39  975.99
F00935   2.753  39.950 2.23e-15 1.69e-15 1.34e-15 170.44  202.19
F04647   2.786  36.837 1.36e-16 8.15e-17 5.58e-17 26.43  976.13
F04623   2.821  37.007 3.49e-17 2.48e-17 1.64e-17 31.48  975.94
F04627   2.844  36.876 1.01e-16 6.90e-17 5.46e-17 28.10  976.11
F04638   2.857  36.953 1.05e-16 7.56e-17 5.47e-17 33.73  975.97
F04637   2.890  36.941 1.19e-16 8.32e-17 5.97e-17 39.11  976.08
F04643   2.974  36.638 6.12e-17 4.49e-17 2.82e-17 33.28  976.11
F04624   3.337  37.154 4.26e-17 2.91e-17 1.78e-17 37.94  975.92
F00953   3.617  40.501 1.65e-15 1.20e-15 8.19e-16 213.53  202.04
F00937   4.305  40.066 2.07e-15 1.48e-15 9.91e-16 110.40  202.14
