name x y flux0 flux1 flux2 width rv
F02348 -39.830   8.942 1.59e-17 1.16e-17 8.65e-18 15.96 2180.29
F02349 -39.807   9.049 1.44e-17 1.08e-17 7.07e-18 15.57 2180.58
F02337 -39.800   8.956 2.02e-17 1.73e-17 1.23e-17 18.89 2180.47
F02319 -39.787   8.938 2.14e-17 1.57e-17 1.11e-17 14.25 2180.51
F02336 -39.771   8.897 2.55e-17 1.79e-17 1.34e-17 17.65 2180.45
F02334 -39.762   8.983 2.79e-17 1.54e-17 1.08e-17 15.07 2180.42
F02328 -39.755   8.884 1.69e-17 1.36e-17 8.03e-18 18.13 2180.56
F02331 -39.751   8.839 1.68e-17 1.40e-17 7.27e-18 20.55 2180.44
F02322 -39.748   8.890 1.87e-17 1.26e-17 8.63e-18 15.49 2180.49
F02332 -39.746   8.848 2.38e-17 1.91e-17 1.18e-17 18.31 2180.55
F02318 -39.745   8.892 2.53e-17 1.56e-17 1.10e-17 15.17 2180.59
F02321 -39.745   8.909 1.25e-17 1.09e-17 6.56e-18 12.35 2180.48
F02324 -39.739   8.884 1.93e-17 1.34e-17 1.12e-17  8.77 2180.42
F02335 -39.739   8.873 2.49e-17 1.82e-17 1.12e-17 19.61 2180.63
F02343 -39.731   8.903 1.96e-17 1.12e-17 8.17e-18 13.29 2180.57
F02330 -39.725   8.933 1.58e-17 1.19e-17 7.02e-18 15.63 2180.19
F02342 -39.719   8.854 2.36e-17 1.62e-17 1.13e-17 12.03 2180.55
F02341 -39.687   8.967 1.45e-17 1.22e-17 8.20e-18 21.47 2180.34
F02333 -39.675   8.835 2.14e-17 1.46e-17 1.09e-17 15.46 2180.55
F02338 -39.632   8.909 1.88e-17 1.08e-17 7.53e-18 16.38 2180.39
