name x y flux0 flux1 flux2 width rv
F06735 -29.572  16.772 1.41e-17 1.09e-17 6.05e-18  9.54 2166.14
F06729 -29.471  16.820 1.58e-17 1.18e-17 8.35e-18 18.35 2166.11
F06740 -29.467  16.798 2.83e-17 1.89e-17 1.26e-17 17.43 2166.34
F06738 -29.466  16.884 2.11e-17 1.85e-17 1.10e-17 18.46 2166.07
F06728 -29.462  16.819 1.86e-17 1.56e-17 8.98e-18 17.63 2166.33
F06730 -29.458  16.878 2.09e-17 1.52e-17 1.00e-17 12.34 2166.15
F06727 -29.454  16.843 1.94e-17 1.08e-17 8.64e-18 11.38 2166.18
F06739 -29.444  16.827 2.45e-17 1.83e-17 1.18e-17 20.58 2166.08
F06736 -29.443  16.689 2.18e-17 1.15e-17 8.97e-18  9.25 2166.27
F06733 -29.433  16.843 2.27e-17 1.50e-17 9.54e-18 17.90 2166.21
F06725 -29.414  16.926 1.69e-17 1.18e-17 7.25e-18 10.75 2166.23
F06726 -29.367  16.752 2.87e-17 1.94e-17 1.02e-17 13.67 2166.27
F03614 -19.015  20.325 1.83e-17 1.31e-17 8.42e-18 21.87 1690.32
F03615 -18.984  20.312 3.76e-17 2.44e-17 1.73e-17 22.14 1690.20
F03622 -18.859  20.189 2.74e-17 2.04e-17 1.45e-17 23.45 1690.27
F03640 -18.773  20.184 2.60e-17 2.14e-17 1.48e-17 21.18 1690.25
F03635 -18.771  20.158 1.28e-17 1.05e-17 5.49e-18 23.80 1690.26
F03629 -18.757  20.286 2.39e-17 1.75e-17 1.18e-17 19.13 1690.14
F03617 -18.731  20.199 2.45e-17 1.99e-17 1.36e-17 12.87 1690.11
F03638 -18.726  20.197 3.86e-17 3.18e-17 1.87e-17 18.71 1690.21
F03618 -18.724  20.187 2.44e-17 1.82e-17 9.82e-18 16.74 1690.16
F03616 -18.712  20.187 3.27e-17 2.22e-17 1.40e-17 23.41 1690.19
F03639 -18.697  20.199 2.05e-17 1.35e-17 8.33e-18 17.83 1690.30
F03623 -18.697  20.197 3.46e-17 2.45e-17 1.40e-17 24.13 1690.20
F03620 -18.690  20.190 3.19e-17 2.76e-17 1.84e-17 22.42 1690.18
F03612 -18.680  20.051 1.59e-17 1.21e-17 7.05e-18 19.49 1690.13
F03636 -18.668  20.336 1.59e-17 1.09e-17 9.12e-18 20.94 1690.28
F03625 -18.656  20.201 2.48e-17 1.85e-17 1.37e-17 21.18 1690.12
F03624 -18.638  20.156 1.58e-17 1.14e-17 6.97e-18 17.66 1690.25
F03619 -18.625  20.236 1.79e-17 1.04e-17 7.32e-18 16.85 1690.09
F03631 -18.461  20.227 2.48e-17 1.73e-17 1.11e-17 22.03 1690.20
F03637 -18.409  20.423 3.43e-17 2.61e-17 1.50e-17 23.11 1690.16
F03630 -18.118  20.010 1.64e-17 1.17e-17 7.52e-18 21.44 1690.11
