name x y flux0 flux1 flux2 width rv
F03982 -42.175 -44.990 1.67e-17 1.64e-17 1.01e-17 17.28 1747.36
F03954 -41.072 -37.954 4.23e-17 3.56e-17 1.43e-17 27.04 1149.12
F03957 -41.046 -37.906 1.93e-17 2.47e-17 1.45e-17 27.13 1148.90
F03951 -41.025 -37.964 6.38e-17 4.69e-17 3.48e-17 25.99 1148.98
F03959 -40.997 -37.779 8.47e-17 5.65e-17 5.12e-17 20.23 1149.04
F03943 -40.985 -37.955 5.73e-17 4.14e-17 2.39e-17 34.18 1148.98
F03944 -40.984 -37.915 1.73e-17 1.29e-17 9.37e-18 33.30 1149.06
F03942 -40.965 -37.722 6.14e-17 5.25e-17 2.43e-17 27.44 1148.94
F03955 -40.960 -37.808 7.61e-17 6.40e-17 3.28e-17 25.35 1148.92
F03952 -40.954 -37.822 7.90e-17 3.61e-17 3.08e-17 33.34 1148.85
F03946 -40.949 -38.293 5.47e-17 5.13e-17 2.93e-17 30.93 1149.01
F03956 -40.922 -37.879 3.61e-17 3.31e-17 1.64e-17 22.90 1149.07
F03958 -40.920 -37.894 4.19e-17 3.07e-17 1.93e-17 23.04 1149.01
F03945 -40.918 -37.866 6.83e-17 6.10e-17 2.92e-17 31.69 1148.93
F03948 -40.918 -37.864 3.12e-17 2.68e-17 2.12e-17 20.94 1149.06
F03961 -40.912 -37.831 8.53e-17 4.47e-17 2.57e-17 28.91 1148.81
F03962 -40.906 -37.837 5.95e-17 3.45e-17 2.54e-17 33.10 1149.09
F03960 -40.901 -37.847 1.76e-17 1.29e-17 7.10e-18 34.91 1148.84
F03941 -40.900 -37.879 1.63e-17 1.30e-17 5.73e-18 28.89 1148.67
F03950 -40.876 -37.825 8.04e-17 6.52e-17 4.61e-17 33.74 1149.10
F03963 -40.865 -37.710 1.94e-17 1.49e-17 8.87e-18 30.03 1149.02
F03940 -40.829 -37.922 3.26e-17 2.36e-17 1.37e-17 20.26 1148.90
F03949 -40.749 -37.634 3.81e-17 3.77e-17 1.85e-17 28.76 1149.03
F03947 -40.737 -37.806 1.94e-17 1.90e-17 1.29e-17 35.00 1149.12
F03953 -40.609 -37.589 6.17e-17 2.97e-17 2.88e-17 20.69 1148.94
F06496 -32.803 -35.319 1.96e-17 1.53e-17 1.01e-17 20.97 1549.88
F06498 -32.787 -35.567 1.31e-17 1.11e-17 8.26e-18 20.37 1550.06
F06515 -32.787 -35.255 2.12e-17 2.13e-17 1.46e-17 22.83 1549.90
F06510 -32.783 -35.601 3.23e-17 2.36e-17 1.20e-17 15.25 1549.89
F06508 -32.778 -35.164 4.89e-17 4.39e-17 2.32e-17 22.82 1550.05
F06502 -32.775 -34.928 3.61e-17 2.53e-17 1.63e-17 25.71 1549.92
F06516 -32.748 -35.341 3.23e-17 2.20e-17 1.06e-17 21.16 1549.95
F06493 -32.725 -35.404 2.77e-17 1.66e-17 1.40e-17 20.17 1549.90
F06513 -32.672 -35.352 3.26e-17 1.85e-17 1.45e-17 18.40 1549.86
F06501 -32.664 -35.305 4.62e-17 2.27e-17 1.43e-17 21.00 1550.09
F06494 -32.665 -35.254 1.76e-17 1.52e-17 9.37e-18 19.75 1549.95
F06519 -32.659 -35.278 2.07e-17 2.58e-17 9.99e-18 21.12 1549.95
F06507 -32.657 -35.349 3.71e-17 2.13e-17 2.08e-17 25.96 1550.07
F06512 -32.650 -35.267 2.48e-17 2.29e-17 1.03e-17 22.98 1549.92
F06505 -32.643 -35.291 3.70e-17 1.71e-17 1.14e-17 19.52 1549.94
F06499 -32.637 -35.302 3.38e-17 2.46e-17 1.61e-17 25.87 1550.06
F06518 -32.636 -35.293 3.42e-17 2.21e-17 1.36e-17 20.36 1549.97
F06514 -32.630 -35.266 3.69e-17 3.09e-17 1.55e-17 20.75 1550.03
F06520 -32.627 -35.296 2.42e-17 1.56e-17 9.34e-18 20.44 1550.09
F06503 -32.625 -35.291 3.02e-17 2.23e-17 1.39e-17 24.52 1550.04
F06500 -32.618 -35.264 4.41e-17 2.25e-17 2.02e-17 27.50 1550.00
F06497 -32.617 -35.311 3.15e-17 1.34e-17 1.38e-17 20.65 1550.02
F06521 -32.606 -35.288 2.24e-17 1.23e-17 9.41e-18 27.47 1549.96
F06504 -32.560 -35.170 3.90e-17 2.03e-17 1.96e-17 20.89 1550.02
F06495 -32.511 -35.117 4.87e-17 4.65e-17 2.41e-17 17.17 1549.92
F06509 -32.484 -35.379 1.76e-17 1.55e-17 1.06e-17 27.61 1549.93
