name x y flux0 flux1 flux2 width rv
F03678  16.718  -4.443 2.00e-17 1.18e-17 9.65e-18 13.83 2098.10
F03699  16.719  -4.183 1.29e-17 1.18e-17 1.11e-17 18.17 2098.18
F03698  16.746  -4.309 1.31e-17 1.21e-17 7.19e-18 18.42 2098.07
F03706  16.753  -4.298 2.26e-17 1.26e-17 8.56e-18 11.77 2097.99
F03688  16.762  -4.305 3.08e-17 2.57e-17 1.34e-17 19.88 2098.13
F03682  16.768  -4.295 3.72e-17 2.42e-17 1.65e-17 16.86 2098.08
F03703  16.790  -4.314 2.30e-17 1.51e-17 9.84e-18 16.73 2098.03
F03681  16.792  -4.307 2.11e-17 1.53e-17 1.13e-17 15.43 2098.14
F03683  16.800  -4.316 2.51e-17 1.55e-17 8.99e-18 14.94 2098.06
F03674  16.800  -4.328 2.00e-17 1.33e-17 1.14e-17 12.01 2098.24
F03680  16.809  -4.316 1.27e-17 1.33e-17 6.24e-18 16.93 2098.16
F03693  16.815  -4.425 2.93e-17 2.29e-17 1.69e-17 12.06 2097.91
F03705  16.822  -4.252 2.01e-17 1.07e-17 9.43e-18 15.59 2098.06
F03687  16.831  -4.313 1.63e-17 1.12e-17 8.57e-18 20.82 2098.18
F03691  16.871  -4.485 1.60e-17 1.38e-17 8.46e-18 19.46 2098.27
F03700  16.872  -4.330 2.93e-17 1.86e-17 1.28e-17 14.67 2098.10
F03696  16.893  -4.380 1.48e-17 1.52e-17 1.13e-17 18.20 2098.24
F03675  16.934  -4.325 1.49e-17 1.12e-17 7.30e-18 13.82 2098.18
F03690  17.114  -4.227 2.10e-17 1.69e-17 9.75e-18 19.73 2098.02
F01888  22.460  -5.228 1.70e-15 1.20e-15 8.06e-16 117.68  200.76
F01890  22.800  -6.987 1.94e-15 1.71e-15 1.07e-15 195.15  200.74
F01885  23.117  -5.103 1.23e-15 7.95e-16 6.33e-16 156.25  200.75
F01894  23.197  -7.689 4.82e-16 3.52e-16 1.99e-16 202.66  200.64
F01893  23.481  -4.839 2.11e-15 1.24e-15 7.67e-16 145.79  201.07
F01896  23.503 -10.056 1.08e-15 6.09e-16 6.01e-16 175.72  200.41
F03418  24.040 -13.925 8.64e-17 5.73e-17 5.05e-17 39.86  864.53
F03417  24.095 -13.905 1.32e-16 6.74e-17 5.78e-17 39.27  864.54
F01882  24.181  -6.185 1.74e-15 8.34e-16 7.65e-16 179.70  201.27
F03419  24.286 -14.497 9.78e-17 5.95e-17 4.55e-17 32.59  864.69
F01873  24.317  -6.492 1.40e-15 9.34e-16 6.48e-16 104.23  200.94
F03421  24.419 -14.471 3.17e-17 1.51e-17 1.05e-17 40.84  864.56
F03428  24.509 -14.227 1.41e-16 8.91e-17 5.90e-17 46.76  864.56
F03429  24.512 -14.422 6.68e-17 6.41e-17 2.32e-17 36.95  864.68
F03436  24.526 -14.250 1.06e-16 6.82e-17 3.90e-17 39.04  864.58
F03427  24.562 -14.104 1.51e-16 1.12e-16 7.21e-17 46.52  864.50
F03437  24.593 -14.147 7.87e-17 4.52e-17 2.91e-17 48.01  864.48
F03438  24.598 -13.882 2.27e-17 1.25e-17 1.04e-17 48.17  864.64
F03434  24.620 -14.146 6.34e-17 4.83e-17 3.58e-17 32.10  864.67
F03424  24.622 -14.079 7.08e-17 3.93e-17 2.85e-17 31.61  864.32
F01883  24.639  -7.948 1.70e-15 1.08e-15 8.96e-16 153.42  200.70
F03431  24.654 -14.202 3.83e-17 2.92e-17 2.41e-17 35.89  864.60
F03440  24.666 -14.252 7.30e-17 4.86e-17 4.14e-17 47.97  864.70
F03422  24.667 -14.268 9.41e-17 6.16e-17 3.46e-17 48.21  864.53
F03433  24.668 -14.202 1.38e-16 8.85e-17 6.05e-17 35.90  864.59
F01874  24.672  -6.191 1.84e-15 1.29e-15 1.11e-15 254.64  200.84
F03430  24.695 -14.231 6.78e-17 8.22e-17 4.01e-17 33.91  864.58
F01886  24.708  -7.816 1.55e-15 1.24e-15 7.74e-16 204.42  200.81
F03435  24.709 -14.094 1.59e-16 9.51e-17 6.42e-17 38.25  864.42
F01881  24.719  -6.301 1.59e-15 9.78e-16 7.59e-16 172.81  201.07
F01895  24.729  -6.055 1.13e-15 9.37e-16 6.32e-16 201.72  200.71
F03420  24.733 -13.133 1.25e-16 9.78e-17 5.31e-17 45.21  864.28
F03426  24.745 -14.152 7.99e-17 6.92e-17 3.92e-17 38.48  864.48
F01884  24.747  -6.287 2.46e-15 1.76e-15 8.64e-16 165.89  200.95
F03423  24.761 -14.128 4.16e-17 3.35e-17 1.86e-17 41.22  864.57
F03425  24.763 -14.199 7.18e-17 6.19e-17 3.39e-17 39.72  864.58
F01879  24.785  -6.443 2.46e-15 1.15e-15 9.40e-16 166.12  200.81
F01875  24.793  -7.003 6.94e-16 4.58e-16 2.59e-16 162.91  201.03
F03443  24.794 -14.312 5.97e-17 4.35e-17 3.23e-17 34.06  864.80
F03442  24.820 -14.191 2.64e-17 1.54e-17 9.68e-18 37.92  864.71
F03439  24.821 -13.964 1.26e-16 1.13e-16 5.26e-17 30.21  864.58
F03441  24.828 -14.459 1.09e-16 1.11e-16 5.99e-17 35.50  864.48
F01877  24.832  -6.339 2.21e-15 1.41e-15 9.35e-16 157.18  200.98
F01880  24.989  -5.236 7.18e-16 4.30e-16 2.62e-16 184.50  200.85
F03432  25.026 -14.187 1.61e-17 1.70e-17 1.23e-17 34.14  864.58
F01876  25.133  -6.624 1.19e-15 6.14e-16 5.44e-16 193.59  201.12
F01897  25.306  -7.762 1.50e-15 1.04e-15 6.95e-16 197.90  200.84
F01887  25.310  -6.039 2.30e-15 1.66e-15 9.69e-16 217.69  201.12
F01878  25.898  -5.845 8.24e-16 7.68e-16 3.82e-16 190.46  200.79
F01872  26.037  -6.422 2.70e-15 1.99e-15 1.10e-15 171.13  200.85
F01892  26.111  -1.887 1.03e-15 5.78e-16 5.18e-16 147.15  200.43
F01891  26.196  -3.526 1.80e-15 1.33e-15 8.41e-16 208.60  200.72
F01889  27.516 -10.150 4.58e-16 3.37e-16 2.79e-16 179.80  200.50
