name x y flux0 flux1 flux2 width rv
F04650  30.460   0.221 2.57e-17 2.00e-17 1.67e-17 16.94 1667.30
F04656  30.783   0.176 1.23e-17 1.28e-17 7.55e-18 17.17 1667.59
F04666  30.845   0.193 2.96e-17 3.02e-17 1.57e-17 24.06 1667.46
F04655  30.931   0.005 2.33e-17 1.52e-17 1.01e-17 20.71 1667.48
F04652  30.972   0.015 4.25e-17 3.30e-17 2.27e-17 22.08 1667.55
F04670  30.987   0.001 2.29e-17 1.98e-17 1.15e-17 22.99 1667.40
F04672  31.010   0.057 1.58e-17 1.35e-17 1.02e-17 23.06 1667.48
F04661  31.029   0.109 3.86e-17 2.94e-17 1.82e-17 20.08 1667.50
F04651  31.036   0.012 1.74e-17 1.22e-17 7.19e-18 15.76 1667.43
F04669  31.097   0.124 1.48e-17 1.29e-17 8.14e-18 17.17 1667.37
F04668  31.157   0.059 4.39e-17 3.39e-17 2.48e-17 19.06 1667.46
F04659  31.166   0.093 2.40e-17 1.90e-17 1.08e-17 22.35 1667.55
F04658  31.247   1.069 2.23e-17 1.58e-17 1.08e-17 23.44 1667.16
F05688  36.584  13.019 2.42e-16 1.40e-16 1.03e-16 51.22  680.67
F05693  36.985  12.297 1.08e-16 8.02e-17 5.64e-17 49.43  680.84
F05674  37.154  11.954 1.84e-16 1.22e-16 9.56e-17 46.08  680.73
F05678  37.156  12.058 4.37e-17 3.31e-17 1.92e-17 66.79  680.84
F05675  37.165  12.126 1.56e-16 1.14e-16 6.92e-17 62.99  680.83
F05697  37.168  12.113 2.07e-16 1.74e-16 9.94e-17 51.69  680.79
F05692  37.182  12.020 9.56e-17 5.82e-17 3.59e-17 45.71  680.67
F05684  37.186  12.307 1.53e-16 9.41e-17 4.91e-17 65.59  680.80
F05686  37.205  12.095 2.21e-16 1.59e-16 1.36e-16 45.48  680.84
F05687  37.211  12.131 1.48e-16 9.90e-17 6.23e-17 39.02  680.89
F05672  37.215  12.048 1.72e-16 1.31e-16 7.32e-17 48.36  680.96
F05679  37.222  12.190 3.08e-16 2.04e-16 1.38e-16 42.78  680.72
F05680  37.229  12.215 5.38e-17 4.12e-17 2.70e-17 50.42  680.79
F05670  37.232  12.097 1.81e-16 1.02e-16 7.78e-17 42.56  680.75
F05696  37.235  12.079 1.89e-16 1.01e-16 8.16e-17 55.01  680.65
F05695  37.238  12.085 2.35e-16 1.45e-16 1.23e-16 46.47  680.92
F05677  37.250  12.070 7.69e-17 8.74e-17 5.14e-17 50.19  680.69
F05683  37.251  12.161 1.88e-16 8.48e-17 8.02e-17 55.34  680.89
F05691  37.256  12.083 1.66e-16 9.91e-17 9.19e-17 55.69  680.85
F05671  37.299  12.078 1.74e-16 9.02e-17 7.72e-17 48.99  681.03
F05673  37.303  12.194 5.81e-17 3.53e-17 2.32e-17 42.95  680.80
F05698  37.319  12.051 2.66e-16 2.00e-16 1.34e-16 54.72  681.04
F05694  37.336  12.260 4.67e-17 4.88e-17 2.64e-17 58.69  680.84
F05685  37.343  12.203 1.79e-16 1.08e-16 8.09e-17 54.44  680.90
F05682  37.343  12.188 9.39e-17 6.13e-17 5.16e-17 60.76  680.61
F05690  37.347  12.149 1.78e-16 1.56e-16 8.59e-17 55.44  680.90
F05681  37.397  12.313 1.56e-16 1.39e-16 6.24e-17 39.77  680.74
F05676  37.401  11.805 1.75e-16 1.00e-16 7.78e-17 53.93  680.75
F05689  37.415  12.671 1.62e-16 1.16e-16 7.97e-17 40.14  680.71
