name x y flux0 flux1 flux2 width rv
F05936 -23.625  15.008 5.21e-17 3.14e-17 2.03e-17 22.32 1598.65
F03090 -21.822  28.362 1.12e-16 8.77e-17 6.71e-17 35.34  958.10
F03087 -21.776  28.147 5.13e-17 3.70e-17 2.45e-17 24.86  958.24
F03073 -21.686  28.272 1.11e-16 6.39e-17 4.91e-17 40.17  958.22
F03078 -21.596  28.230 7.16e-17 6.24e-17 4.66e-17 34.28  958.14
F03074 -21.565  28.197 3.04e-17 2.33e-17 1.28e-17 28.38  958.26
F03089 -21.487  28.147 9.78e-17 6.82e-17 5.90e-17 25.69  958.14
F03082 -21.486  28.184 8.88e-17 5.11e-17 3.36e-17 29.07  958.19
F03069 -21.478  28.245 3.62e-17 2.74e-17 1.79e-17 37.15  958.12
F03088 -21.475  28.170 7.49e-17 4.60e-17 3.30e-17 32.35  958.04
F03070 -21.465  28.323 8.50e-17 5.25e-17 4.06e-17 37.81  958.20
F03086 -21.465  28.127 7.76e-17 5.22e-17 3.46e-17 32.44  958.11
F03080 -21.459  28.190 1.47e-16 8.44e-17 5.85e-17 30.93  957.86
F03085 -21.458  28.137 4.18e-17 3.06e-17 1.93e-17 30.53  958.28
F03068 -21.450  28.148 8.74e-17 6.62e-17 4.76e-17 37.90  958.16
F03084 -21.444  28.219 9.20e-17 6.70e-17 4.40e-17 35.12  957.94
F03083 -21.438  28.154 2.74e-17 2.20e-17 1.28e-17 37.71  958.13
F03081 -21.436  28.206 1.15e-16 8.19e-17 5.48e-17 30.79  958.21
F03091 -21.434  28.155 8.75e-17 6.21e-17 3.66e-17 45.39  958.11
F03092 -21.434  28.157 1.11e-16 8.70e-17 4.82e-17 33.08  958.19
F03072 -21.430  28.147 1.21e-16 8.89e-17 5.01e-17 43.47  958.25
F03077 -21.422  28.178 5.00e-17 3.81e-17 2.28e-17 31.74  957.96
F03075 -21.404  27.925 5.91e-17 5.28e-17 3.40e-17 38.37  958.07
F03076 -21.391  28.024 5.77e-17 5.32e-17 2.79e-17 34.14  958.12
F03079 -21.383  28.238 1.31e-16 1.01e-16 6.24e-17 33.83  958.17
F03071 -21.302  28.108 6.40e-17 4.76e-17 2.70e-17 38.65  958.18
