name x y flux0 flux1 flux2 width rv
F05866 -14.183  30.608 2.98e-17 2.07e-17 1.32e-17 26.65 1584.29
F05856 -13.712  30.123 5.64e-17 3.56e-17 2.39e-17 29.93 1584.41
F05852 -13.677  30.189 1.70e-17 1.15e-17 7.92e-18 22.50 1584.52
F05839 -13.588  30.204 4.56e-17 3.39e-17 2.24e-17 25.12 1584.47
F05867 -13.559  30.195 4.27e-17 3.08e-17 2.05e-17 20.62 1584.45
F05862 -13.558  30.191 4.01e-17 2.77e-17 2.01e-17 20.34 1584.40
F05854 -13.553  30.258 2.64e-17 1.66e-17 1.08e-17 24.39 1584.43
F05840 -13.552  30.195 3.52e-17 2.17e-17 1.33e-17 21.82 1584.40
F05858 -13.550  30.195 1.55e-17 1.11e-17 7.53e-18 17.98 1584.43
F05849 -13.536  30.032 1.73e-17 1.26e-17 9.10e-18 29.55 1584.37
F05837 -13.533  30.194 3.09e-17 2.00e-17 1.49e-17 21.78 1584.54
F05857 -13.528  30.203 2.63e-17 1.83e-17 1.17e-17 20.66 1584.39
F05865 -13.525  30.244 1.53e-17 1.17e-17 8.01e-18 25.27 1584.69
F05841 -13.525  30.211 1.97e-17 1.48e-17 9.18e-18 24.86 1584.58
F05842 -13.519  30.083 3.79e-17 2.54e-17 1.67e-17 22.46 1584.58
F05845 -13.512  30.166 3.19e-17 2.32e-17 1.60e-17 19.10 1584.63
F05847 -13.500  30.222 1.88e-17 1.42e-17 1.02e-17 18.90 1584.43
F05846 -13.496  30.399 2.25e-17 1.48e-17 9.92e-18 17.89 1584.44
F05844 -13.490  30.109 3.00e-17 2.13e-17 1.43e-17 25.02 1584.47
F05860 -13.482  30.153 2.02e-17 1.55e-17 9.70e-18 22.17 1584.43
F05853 -13.458  30.182 2.77e-17 1.93e-17 1.15e-17 18.34 1584.45
F05850 -13.443  30.275 2.27e-17 1.62e-17 1.07e-17 20.61 1584.48
F05855 -13.398  30.566 3.03e-17 2.58e-17 1.69e-17 20.44 1584.27
F05848 -13.083  30.181 1.79e-17 1.23e-17 9.26e-18 22.87 1584.54
F01234 -10.079  44.972 2.22e-17 1.57e-17 1.07e-17 11.15 1770.56
F01229  -9.835  44.852 2.48e-17 1.57e-17 1.04e-17 16.21 1770.70
