Time,Flux
0.0,1.1391122577821458
1.0,1.1556602808320589
2.0,1.172061241970828
3.0,1.1608585873425428
4.0,1.1923291358970833
5.0,1.1822252676325922
6.0,1.2086633634735906
7.0,1.2085271817905072
8.0,1.2053106585098798
9.0,1.2009989621224342
10.0,1.2297141254648336
11.0,1.2153818688579452
12.0,1.2191665358415236
13.0,1.2361860188578593
14.0,1.267862580774415
15.0,1.2309689850902121
16.0,1.2531716326494609
17.0,1.260546018788323
18.0,1.255024725833273
19.0,1.262217337008394
20.0,1.2774613244860102
21.0,1.2802503264069285
22.0,1.2990249291257974
23.0,1.287695016220027
24.0,1.2984960144073763
25.0,1.2982549836014121
26.0,1.3095793051177884
27.0,1.27324203488312
28.0,1.2146794798740301
29.0,1.1555892252678714
30.0,1.1184735674159958
31.0,1.0814250651747759
32.0,1.03770539063592
33.0,1.0129654303697722
34.0,1.0108838554490513
35.0,1.0150606209379665
36.0,1.0255554821572597
37.0,0.9958832917397988
38.0,1.0508573629591957
39.0,1.044983413018533
40.0,1.0471621263391317
41.0,1.0616784782557664
42.0,1.0507522040551722
43.0,1.0761867848977826
44.0,1.0632598212663238
45.0,1.072484185488629
46.0,1.0839314825227915
47.0,1.0771049858476673
48.0,1.094772097228145
49.0,1.1128440142566898
50.0,1.0955463713919555
51.0,1.1235746300601186
52.0,1.1178049395712295
53.0,1.1380032366567536
54.0,1.1308909775779503
55.0,1.1202995998736998
56.0,1.1645329881285917
57.0,1.1297372113346589
58.0,1.1906089733207594
59.0,1.177972392763228
60.0,1.1885286237027002
61.0,1.1968637916182137
62.0,1.1916100622678814
63.0,1.2004309628290282
64.0,1.2006392631158127
65.0,1.186692943714851
66.0,1.204843971356402
67.0,1.2662652491482462
68.0,1.212565136775244
69.0,1.2240530131279155
70.0,1.254608395793313
71.0,1.260387890884876
72.0,1.2553520414446373
73.0,1.2617607594571663
74.0,1.2643224771181036
75.0,1.2938785906973869
76.0,1.2772785296230769
77.0,1.2947514087943701
78.0,1.2902489574049039
79.0,1.3073065066338452
80.0,1.3014810956053502
81.0,1.293228239290931
82.0,1.3284245533223216
83.0,1.282705017778054
84.0,1.2571210155993935
85.0,1.2049695705398846
86.0,1.1539556150128445
87.0,1.097012866818426
88.0,1.0680856833681152
89.0,1.0367890194874962
90.0,0.9911411445194067
91.0,1.0281114498957062
92.0,1.0066930571856791
93.0,1.017671209501797
94.0,1.0231812190565164
95.0,1.009670879846502
96.0,1.0392613260624688
97.0,1.038452922933299
98.0,1.0469275467144754
99.0,1.0456683467394001
100.0,1.0852616430296917
101.0,1.067759685330326
102.0,1.074594892730542
103.0,1.0640636130692667
104.0,1.0786200647413746
105.0,1.0964134184324383
106.0,1.1202567110140529
107.0,1.1093879388856092
108.0,1.116991942723005
109.0,1.124666396108624
110.0,1.1148217708558155
111.0,1.1519411055531814
112.0,1.159027316987849
113.0,1.1340335996116204
114.0,1.1654611926294465
115.0,1.177119228919094
116.0,1.17776774903024
117.0,1.1704467926183797
118.0,1.1963335750117219
119.0,1.2048726143570356
