name x y flux0 flux1 flux2 width rv
F04167 -12.652  -8.675 1.87e-17 1.59e-17 1.12e-17 18.69 1977.76
F04183 -12.635  -8.390 1.44e-17 1.02e-17 7.26e-18 22.78 1977.80
F04171 -12.589  -8.523 2.40e-17 1.39e-17 9.33e-18 17.83 1978.05
F04176 -12.580  -8.478 1.77e-17 1.40e-17 8.71e-18 22.81 1977.94
F04162 -12.567  -8.498 3.65e-17 2.47e-17 1.92e-17 18.10 1977.93
F04169 -12.567  -8.463 2.85e-17 2.34e-17 1.63e-17 22.02 1977.95
F04163 -12.557  -8.580 1.22e-17 1.05e-17 7.21e-18 12.75 1977.69
F04184 -12.551  -8.409 1.42e-17 1.20e-17 7.22e-18 10.90 1977.82
F04160 -12.544  -8.501 1.78e-17 1.31e-17 6.41e-18 19.54 1977.92
F04173 -12.543  -8.462 3.37e-17 2.07e-17 1.63e-17 13.23 1977.86
F04164 -12.542  -8.326 2.01e-17 1.39e-17 1.38e-17 16.54 1978.03
F04178 -12.538  -8.508 2.54e-17 1.86e-17 8.25e-18 20.05 1977.90
F04172 -12.537  -8.629 2.28e-17 1.81e-17 1.10e-17 16.32 1977.82
F04182 -12.535  -8.471 1.87e-17 1.47e-17 6.76e-18 14.79 1978.02
F04179 -12.535  -8.492 2.51e-17 1.82e-17 1.09e-17 14.25 1977.93
F04161 -12.533  -8.499 2.26e-17 1.62e-17 1.05e-17 12.75 1977.92
F04186 -12.531  -8.380 3.90e-17 2.57e-17 1.36e-17 19.29 1977.78
F04175 -12.529  -8.479 1.80e-17 1.21e-17 7.47e-18 13.92 1977.94
F04177 -12.475  -8.207 2.23e-17 1.84e-17 9.80e-18 18.07 1977.90
F04170 -12.468  -8.389 1.31e-17 1.16e-17 6.73e-18 16.28 1977.68
F04188 -12.423  -8.505 1.65e-17 1.09e-17 6.66e-18 21.49 1977.94
F04168 -12.416  -8.408 1.68e-17 1.25e-17 9.99e-18 16.30 1977.70
F00321 -12.383  -8.786 1.77e-17 1.57e-17 1.11e-17 17.27 2025.06
F00337 -12.346  -8.625 1.63e-17 1.02e-17 6.83e-18 19.23 2025.04
F00324 -12.330  -8.778 3.43e-17 2.65e-17 1.97e-17 17.15 2024.96
F00326 -12.327  -8.694 2.52e-17 1.50e-17 1.13e-17 12.64 2024.97
F00323 -12.296  -8.688 1.88e-17 1.21e-17 1.07e-17 17.88 2024.95
F00332 -12.296  -8.667 1.67e-17 1.13e-17 7.04e-18 15.62 2025.04
F00320 -12.288  -8.660 1.82e-17 1.11e-17 8.09e-18 15.46 2024.99
F00327 -12.285  -8.679 2.22e-17 1.88e-17 1.04e-17 17.12 2025.02
F00334 -12.282  -8.692 2.49e-17 2.68e-17 9.59e-18 15.03 2025.13
F00316 -12.277  -8.679 1.79e-17 1.39e-17 8.07e-18 18.52 2024.97
F00317 -12.277  -8.671 2.66e-17 1.62e-17 1.26e-17 20.21 2025.05
F00314 -12.276  -8.675 2.59e-17 1.47e-17 8.03e-18 15.90 2025.07
F00338 -12.257  -8.643 1.94e-17 1.54e-17 9.64e-18 13.57 2025.11
F00330 -12.246  -8.563 1.40e-17 1.03e-17 6.49e-18 20.14 2024.91
F00315 -12.245  -8.610 3.32e-17 2.12e-17 1.62e-17 16.64 2025.22
F00329 -12.244  -8.616 2.92e-17 1.52e-17 9.75e-18 17.83 2024.93
F00336 -12.221  -8.651 1.52e-17 1.05e-17 7.39e-18 13.09 2025.10
F00319 -12.212  -8.804 1.38e-17 1.20e-17 8.95e-18 20.17 2025.18
F00328 -12.142  -8.641 3.03e-17 1.72e-17 1.18e-17 18.27 2024.94
F06420  -4.553  -7.509 1.28e-17 1.23e-17 9.01e-18 13.19 2363.56
F06421  -4.420  -7.613 1.37e-17 1.01e-17 7.02e-18 14.86 2363.40
F06422  -4.362  -7.527 3.16e-17 1.52e-17 1.17e-17 14.78 2363.36
F06415  -4.341  -7.554 1.27e-17 1.17e-17 9.00e-18 17.53 2363.48
F06404  -4.320  -7.553 1.11e-17 1.05e-17 5.71e-18 13.88 2363.43
F06419  -4.320  -7.542 1.37e-17 1.01e-17 6.90e-18 13.61 2363.47
F06401  -4.310  -7.554 2.13e-17 1.57e-17 9.94e-18 14.80 2363.45
F06405  -4.303  -7.580 1.78e-17 1.26e-17 8.21e-18 19.23 2363.32
F06406  -4.302  -7.575 1.75e-17 1.53e-17 7.22e-18 13.62 2363.58
F06402  -4.287  -7.546 2.81e-17 1.32e-17 1.11e-17 15.00 2363.37
F06398  -4.284  -7.557 1.17e-17 1.14e-17 7.33e-18 13.27 2363.48
