name x y flux0 flux1 flux2 width rv
F00166  34.674  12.216 5.10e-15 3.64e-15 2.20e-15 218.59  158.08
F00165  35.797  12.799 3.52e-15 1.97e-15 1.31e-15 239.00  157.88
F03810  36.067   3.017 1.47e-16 1.09e-16 7.45e-17 42.60  751.62
F00167  36.135  11.053 2.42e-15 1.67e-15 1.35e-15 203.85  157.87
F03808  36.179   3.426 1.28e-16 6.80e-17 4.87e-17 45.84  751.61
F03788  36.181   2.517 8.19e-17 4.73e-17 4.02e-17 50.57  751.47
F03791  36.265   3.004 2.63e-17 2.37e-17 1.56e-17 38.67  751.65
F03807  36.272   3.121 2.44e-16 1.23e-16 8.15e-17 47.54  751.75
F03811  36.306   3.380 2.02e-16 1.26e-16 8.96e-17 41.42  751.75
F03813  36.340   3.011 1.17e-16 1.06e-16 5.08e-17 57.12  751.64
F03800  36.357   3.525 1.28e-16 9.82e-17 8.80e-17 44.45  751.76
F03793  36.360   3.015 3.46e-17 1.69e-17 1.47e-17 49.83  751.95
F03819  36.376   3.377 1.51e-16 1.25e-16 7.70e-17 62.08  751.64
F03798  36.378   3.122 1.54e-16 1.16e-16 5.63e-17 43.71  751.79
F03817  36.387   3.037 2.61e-16 1.33e-16 9.67e-17 53.57  751.77
F03792  36.416   3.097 1.86e-16 1.36e-16 9.88e-17 52.49  751.80
F03804  36.416   3.090 1.11e-16 8.66e-17 6.46e-17 46.23  751.72
F03799  36.425   3.068 3.60e-17 3.08e-17 1.63e-17 39.64  751.64
F03818  36.428   3.074 2.97e-17 2.10e-17 1.40e-17 48.24  751.69
F03787  36.430   3.067 3.00e-17 2.33e-17 1.72e-17 43.71  751.64
F03794  36.430   3.083 1.14e-16 9.13e-17 5.40e-17 47.31  751.69
F03786  36.433   3.103 6.06e-17 2.79e-17 2.72e-17 51.16  751.65
F03803  36.436   3.071 5.52e-17 3.28e-17 3.58e-17 35.47  751.70
F03802  36.445   3.223 3.18e-17 2.32e-17 1.23e-17 36.73  751.68
F03805  36.461   3.108 9.69e-17 5.47e-17 4.84e-17 37.13  751.64
F03815  36.466   3.482 3.20e-17 2.32e-17 1.26e-17 42.04  751.72
F03795  36.469   3.054 3.58e-17 2.11e-17 2.01e-17 39.29  751.58
F03789  36.472   2.989 1.48e-16 1.23e-16 8.10e-17 49.47  751.70
F03816  36.501   3.305 2.55e-17 2.35e-17 1.53e-17 36.82  751.69
F03796  36.604   3.166 1.09e-16 7.56e-17 6.66e-17 46.18  751.59
F03812  36.609   2.617 9.09e-17 6.06e-17 3.95e-17 43.59  751.57
F03797  36.612   2.731 1.38e-16 7.71e-17 5.52e-17 53.01  751.79
F03790  36.615   2.248 2.05e-16 9.30e-17 6.63e-17 42.52  751.79
F03801  36.760   3.964 1.55e-16 1.32e-16 9.28e-17 44.92  751.56
F03806  36.831   2.607 7.55e-17 6.06e-17 3.66e-17 48.45  751.62
F03814  36.890   3.380 8.88e-17 6.96e-17 5.11e-17 52.46  751.61
F03809  37.565   3.733 1.09e-16 8.29e-17 4.83e-17 24.96  751.73
F00177  37.592  14.567 1.90e-15 1.35e-15 7.67e-16 213.38  157.93
F05156  40.820  12.479 6.57e-16 4.42e-16 2.91e-16 88.33  369.26
F05140  41.069  12.190 1.22e-16 9.44e-17 5.89e-17 97.99  369.38
F05160  41.167  11.637 2.84e-16 2.52e-16 1.46e-16 81.74  369.28
F05162  41.220  12.323 3.80e-16 2.77e-16 1.93e-16 91.96  369.36
F05134  41.266  12.288 6.87e-16 4.75e-16 2.57e-16 95.70  369.25
F05161  41.304  12.673 5.15e-16 4.76e-16 3.02e-16 102.58  369.33
F05158  41.356  12.053 7.05e-16 6.28e-16 3.51e-16 95.96  369.31
F05154  41.361  12.622 5.34e-16 3.99e-16 2.81e-16 72.01  369.44
F05135  41.366  11.606 3.30e-16 2.21e-16 1.59e-16 102.78  369.07
F05146  41.402  11.743 6.66e-16 4.79e-16 3.27e-16 59.90  369.46
F05157  41.403  12.165 4.46e-16 3.68e-16 2.08e-16 88.54  369.43
F05159  41.433  12.265 1.04e-15 7.27e-16 5.57e-16 61.56  369.22
F05152  41.436  11.852 5.89e-16 4.93e-16 2.87e-16 84.91  369.22
F05139  41.471  11.693 1.21e-16 8.40e-17 6.13e-17 76.79  369.32
F05150  41.500  11.447 4.68e-16 3.80e-16 2.85e-16 80.97  369.20
F05147  41.519  12.284 5.61e-16 5.43e-16 2.95e-16 97.03  369.26
F05132  41.523  12.199 4.61e-16 3.50e-16 2.37e-16 98.17  369.39
F05142  41.525  12.292 6.01e-16 4.64e-16 3.99e-16 79.94  369.26
F05155  41.526  12.269 5.98e-16 4.04e-16 2.99e-16 77.93  369.35
F05153  41.624  10.320 5.35e-16 3.67e-16 2.46e-16 106.26  369.20
F05141  41.675  12.550 5.52e-16 5.24e-16 2.96e-16 90.90  369.24
F05136  41.697  12.196 4.71e-16 3.19e-16 2.08e-16 104.31  369.34
F05137  41.701  11.796 8.71e-16 6.17e-16 3.89e-16 129.35  369.25
F05151  41.770  11.407 4.62e-16 3.17e-16 2.67e-16 106.48  369.28
F05138  41.791  12.724 6.76e-16 5.16e-16 4.29e-16 96.64  369.36
F01814  41.804   7.380 1.66e-17 1.34e-17 9.99e-18 18.13 2186.30
F05148  41.809  11.983 7.75e-16 6.19e-16 3.38e-16 93.76  369.48
F01806  41.820   7.318 1.68e-17 1.44e-17 1.16e-17 16.63 2186.47
F01816  41.837   7.439 2.20e-17 1.57e-17 1.39e-17 16.25 2186.15
F01830  41.843   7.399 2.57e-17 1.30e-17 1.02e-17 15.62 2186.21
F01811  41.866   7.410 3.01e-17 1.84e-17 1.17e-17 12.95 2186.25
F01827  41.867   7.426 1.58e-17 1.16e-17 8.33e-18 16.82 2186.31
F01812  41.871   7.388 1.99e-17 1.51e-17 8.13e-18 14.06 2186.22
F01822  41.872   7.389 1.83e-17 1.28e-17 9.54e-18 14.52 2186.28
F01825  41.873   7.387 1.52e-17 1.16e-17 6.98e-18 12.88 2186.21
F01820  41.873   7.375 2.22e-17 1.80e-17 9.17e-18 16.99 2186.09
F01829  41.878   7.388 1.31e-17 1.14e-17 8.78e-18 14.55 2186.25
F01809  41.880   7.384 1.94e-17 1.53e-17 7.82e-18 14.00 2186.29
F01824  41.884   7.385 2.23e-17 1.60e-17 9.25e-18 17.16 2186.21
F01835  41.892   7.380 1.81e-17 1.19e-17 7.61e-18 18.58 2186.28
F01832  41.894   7.432 2.59e-17 1.62e-17 1.25e-17 15.10 2186.10
F01834  41.895   7.416 1.54e-17 1.33e-17 6.16e-18 11.74 2186.28
