name x y flux0 flux1 flux2 width rv
F04514 -23.103 -13.344 1.65e-17 1.66e-17 1.09e-17 15.17 2342.23
F04508 -22.901 -13.508 2.19e-17 2.08e-17 8.46e-18 11.81 2342.10
F04505 -22.887 -13.442 1.57e-17 1.04e-17 8.42e-18 12.88 2342.21
F04522 -22.872 -13.500 1.56e-17 1.03e-17 6.21e-18 17.06 2342.32
F04524 -22.865 -13.499 1.76e-17 1.10e-17 8.02e-18 16.79 2341.99
F04509 -22.847 -13.551 2.03e-17 1.73e-17 1.64e-17 11.93 2342.25
F04506 -22.845 -13.606 1.76e-17 1.15e-17 7.37e-18 11.45 2342.37
F04515 -22.838 -13.432 2.10e-17 1.06e-17 9.12e-18 18.15 2342.12
F04516 -22.828 -13.760 1.70e-17 1.33e-17 9.77e-18 14.47 2342.20
F04503 -22.819 -13.430 1.73e-17 1.42e-17 7.60e-18 12.91 2342.15
F04526 -22.759 -13.509 1.67e-17 1.35e-17 9.00e-18 17.04 2342.27
F04504 -22.603 -13.199 1.99e-17 1.33e-17 9.99e-18 15.10 2342.09
F04956 -21.521  -6.106 1.66e-17 1.31e-17 8.97e-18 15.15 2348.31
F04957 -21.478  -6.008 1.28e-17 1.04e-17 7.04e-18 14.16 2348.18
F04959 -21.470  -5.959 1.59e-17 1.17e-17 7.34e-18 14.36 2348.33
F04944 -21.469  -5.941 1.70e-17 1.48e-17 8.32e-18 15.23 2348.46
F04963 -21.411  -5.995 1.66e-17 1.32e-17 8.76e-18 13.42 2348.03
F04953 -21.409  -5.956 1.59e-17 1.23e-17 6.32e-18 15.88 2348.14
F04945 -21.407  -5.981 1.75e-17 1.04e-17 7.64e-18 18.31 2348.35
F04939 -21.375  -6.165 1.79e-17 1.20e-17 6.27e-18 12.30 2348.23
F04941 -21.358  -5.902 1.63e-17 1.46e-17 6.88e-18 12.96 2348.23
F04966 -21.332  -5.974 1.68e-17 1.32e-17 9.13e-18 11.06 2348.22
F04960 -21.325  -5.998 2.74e-17 1.42e-17 1.17e-17 14.44 2348.23
