Time,Flux
0.0,1.2379417048108985
1.0,1.2510841690438048
2.0,1.2658605305826711
3.0,1.2848732176609552
4.0,1.282300262364932
5.0,1.2700485699272732
6.0,1.2587981225162843
7.0,1.2801693587836172
8.0,1.3099512871970067
9.0,1.316834384203291
10.0,1.3109196821351798
11.0,1.3266795473413278
12.0,1.3260905518656037
13.0,1.3362576973263576
14.0,1.3794709666333362
15.0,1.3453131036719044
16.0,1.3291166370993495
17.0,1.2316464085172087
18.0,1.225972124310694
19.0,1.1818359970841437
20.0,1.1474615437070061
21.0,1.0652516059701762
22.0,1.0108672696876653
23.0,0.9928758720321197
24.0,1.0169030631061469
25.0,0.9957727400240343
26.0,1.014728941056565
27.0,1.0191544663401244
28.0,1.0082622325138104
29.0,1.0570730581529288
30.0,1.0432106307416824
31.0,1.059243414972651
32.0,1.0489990127535043
33.0,1.0815538037779266
34.0,1.0999451496650356
35.0,1.0782116406940674
36.0,1.0724629593117283
37.0,1.1365372412801418
38.0,1.1235883874184542
39.0,1.1303355063484923
40.0,1.1398543592794075
41.0,1.156498898961598
42.0,1.1661909978410618
43.0,1.1743029298641703
44.0,1.1534296749683057
45.0,1.1837459993674058
46.0,1.189021790396831
47.0,1.2044167605678482
48.0,1.1857533934051894
49.0,1.1726113414750994
50.0,1.2263519050177603
51.0,1.2297292596696232
52.0,1.2452818185320635
53.0,1.237165024482012
54.0,1.2337723900808835
55.0,1.2573390331216918
56.0,1.2541022884212472
57.0,1.2541329007228534
58.0,1.2717119007605142
59.0,1.275106464297255
60.0,1.2940589932632869
61.0,1.2995789221395042
62.0,1.2824789556345164
63.0,1.284338028030294
64.0,1.3336683874251716
65.0,1.3294014296529253
66.0,1.3075010622630612
67.0,1.3126406562226947
68.0,1.3366532162505091
69.0,1.341050603159102
70.0,1.313025909681289
71.0,1.2733400277637557
72.0,1.2160653237449124
73.0,1.1635638906263668
74.0,1.0998872341600348
75.0,1.0562599771999694
76.0,1.00525904702201
77.0,0.9600274604228097
78.0,1.023978260148487
79.0,1.0148993486505211
80.0,0.9978157738058407
81.0,1.034570484736038
82.0,1.0227454729789554
83.0,1.056567265357374
84.0,1.0721325192808018
85.0,1.0558301631476603
86.0,1.057725347573192
87.0,1.0757894472878624
88.0,1.1002760433243146
89.0,1.0977019850995313
90.0,1.100950761196874
91.0,1.1367973016651989
92.0,1.1214712767186812
93.0,1.1492262124399935
94.0,1.1167125980415384
95.0,1.1267922826696073
96.0,1.145756474655604
97.0,1.1760893697474493
98.0,1.1822838017680082
99.0,1.1722892353620882
100.0,1.1950787479637506
101.0,1.2010935405366043
102.0,1.1924891981652477
103.0,1.2268183714794523
104.0,1.230458339416903
105.0,1.2171116933914963
106.0,1.2287165689249866
107.0,1.2625125537436814
108.0,1.231841772595907
109.0,1.2394646706175056
110.0,1.2163940112440461
111.0,1.2662368828879722
112.0,1.2929428975316992
113.0,1.2815610756475166
114.0,1.2879416920511453
115.0,1.2966968846645999
116.0,1.3172780748473782
117.0,1.3048588789947038
118.0,1.3068950969529773
119.0,1.3280295013860555
