Time,Flux
0.0,1.2804736404028172
1.0,1.4505054201052927
2.0,1.603463192390601
3.0,1.6434265703754614
4.0,1.5744847974196106
5.0,1.5284059168469835
6.0,1.4576277024803064
7.0,1.3886374192673179
8.0,1.3091909447745482
9.0,1.2505075027883512
10.0,1.191745784690133
11.0,1.1351567108839882
12.0,1.0434285233193785
13.0,1.010408774951179
14.0,1.2009026057444045
15.0,1.3402862353594522
16.0,1.5322454413659976
17.0,1.669787679023155
18.0,1.5909780966095723
19.0,1.5438649695271924
20.0,1.4885678513492655
21.0,1.4307636326450717
22.0,1.338255511350565
23.0,1.3047223561866852
24.0,1.2389927025179066
25.0,1.1452671612614063
26.0,1.1111543436736242
27.0,1.044702835521409
28.0,1.0881108582983838
29.0,1.2472652560814101
30.0,1.4318992009809741
31.0,1.5950606846221915
32.0,1.678937786909641
33.0,1.5912465287748012
34.0,1.5139232829672082
35.0,1.4743746513586071
36.0,1.407623831717425
37.0,1.3134156377673243
38.0,1.2584494713214789
39.0,1.1635398259533691
40.0,1.1260047246637799
41.0,1.0410480326297247
42.0,1.0156146190526025
43.0,1.1401437259341765
44.0,1.32032806777802
45.0,1.5203273870751193
46.0,1.6847531300782492
47.0,1.6065010771155506
48.0,1.5557846432687346
49.0,1.5076317749058996
50.0,1.422837647981852
51.0,1.3751060390484697
52.0,1.3132078390628166
53.0,1.2289538747301243
54.0,1.1739084731064247
55.0,1.0962776054899854
56.0,1.039157075003254
57.0,1.0933448762212068
58.0,1.233825810083408
59.0,1.398814013773138
60.0,1.579790700274045
61.0,1.687698475028231
62.0,1.5999540604174325
63.0,1.5284313418727598
64.0,1.4780076610840585
65.0,1.3847813004165992
66.0,1.3203771236576456
67.0,1.2764730926805066
68.0,1.195768944954696
69.0,1.1575535285037546
70.0,1.0869749758640566
71.0,1.009681405438
72.0,1.172716469135738
73.0,1.3233708059640603
74.0,1.4985334250434263
75.0,1.65796219427125
76.0,1.6493480168662622
77.0,1.5912192690327602
78.0,1.5251043897176642
79.0,1.4507168680165918
80.0,1.3754987677772526
81.0,1.323922257454696
82.0,1.2182975565862877
83.0,1.1904147316626883
84.0,1.1072089268568064
85.0,1.034270815171746
86.0,1.0634636166587974
87.0,1.2359254072839063
88.0,1.3867505533157263
89.0,1.5467411538948148
90.0,1.6807996131761656
91.0,1.5757780465406406
92.0,1.550619576915129
93.0,1.457647694579528
94.0,1.4053888314970404
95.0,1.333917755784781
96.0,1.277153559663821
97.0,1.1965093644834741
98.0,1.1398600130369627
99.0,1.0803373747572396
100.0,0.9950908728644547
101.0,1.159133620227841
102.0,1.306175236017994
103.0,1.5057771550006034
104.0,1.641425560681365
105.0,1.6350326453899473
106.0,1.5751302291420946
107.0,1.5043497307499407
108.0,1.4413963302066828
109.0,1.3571594131537792
110.0,1.3156595788971865
111.0,1.266811554189818
112.0,1.1914755443562672
113.0,1.117265955987488
114.0,1.0404046160494853
115.0,1.0572834454971056
116.0,1.2001752039230031
117.0,1.3919860232178578
118.0,1.55340961033969
119.0,1.6658061132280972
