Time,Flux
0.0,1.158211788662682
1.0,1.1526851863322198
2.0,1.1701537984339088
3.0,1.1700908951762579
4.0,1.20776928345529
5.0,1.2118438098955537
6.0,1.2004551622750932
7.0,1.185745267617077
8.0,1.21965988407509
9.0,1.2115609713582862
10.0,1.2151842597798115
11.0,1.2183019263924186
12.0,1.2083199167583096
13.0,1.2465508593856252
14.0,1.2665891272249394
15.0,1.2706488710007007
16.0,1.2536710148710626
17.0,1.2707206485081044
18.0,1.2603081364545856
19.0,1.2866855782431679
20.0,1.2947508962721208
21.0,1.2727978460930767
22.0,1.2968780452546862
23.0,1.3227952266713425
24.0,1.3192591697505904
25.0,1.3258537034135525
26.0,1.274087134077171
27.0,1.2331274178536764
28.0,1.176086982070247
29.0,1.1575598754298244
30.0,1.1187915122908776
31.0,1.0286819769757212
32.0,0.9906554908644017
33.0,1.0118404245696195
34.0,1.0092395162058594
35.0,1.0037606966370127
36.0,1.0410879653788585
37.0,1.0490840254795972
38.0,1.0483293644728984
39.0,1.0277188861388147
40.0,1.0570451832195182
41.0,1.035247670021609
42.0,1.0598849110965185
43.0,1.0757530625987348
44.0,1.0849683468247227
45.0,1.1080415285360645
46.0,1.0897161719050834
47.0,1.0850827515390096
48.0,1.0904106698418647
49.0,1.1270312264123654
50.0,1.1341732927644648
51.0,1.1171651807823435
52.0,1.167570831349139
53.0,1.1325388005769312
54.0,1.1675511594293706
55.0,1.1523140379164334
56.0,1.176499756849966
57.0,1.1931905704766814
58.0,1.2008404276085978
59.0,1.2041230097803302
60.0,1.2265689541261986
61.0,1.208185299526685
62.0,1.2094382470865204
63.0,1.2412947671716845
64.0,1.203649282660918
65.0,1.2278705032365955
66.0,1.2126578396007264
67.0,1.235049029086052
68.0,1.2402352029638608
69.0,1.271424243386803
70.0,1.264907880705528
71.0,1.2671467591234005
72.0,1.287470245027883
73.0,1.300526096842538
74.0,1.3158124335826493
75.0,1.3064102697770796
76.0,1.3137510739368754
77.0,1.3267270365977983
78.0,1.3054042191346626
79.0,1.3182075786647962
80.0,1.2987138333729467
81.0,1.2435977710276966
82.0,1.2051348536909368
83.0,1.1487506506045668
84.0,1.0935363351624634
85.0,1.0208792580936483
86.0,0.9993040677929452
87.0,1.0126366589835616
88.0,0.9883472475321662
89.0,1.0264883782461467
90.0,1.018163375154706
91.0,1.0272105251799435
92.0,1.038462763702592
93.0,1.0344568055874963
94.0,1.0257998892935547
95.0,1.0692887114926408
96.0,1.060870015944676
97.0,1.0672112278455552
98.0,1.0730564066633288
99.0,1.0959401477516268
100.0,1.093890385318314
101.0,1.0980571533769365
102.0,1.1247213898928683
103.0,1.1278973642754766
104.0,1.1131267123768904
105.0,1.1465114141944484
106.0,1.1355941384196375
107.0,1.1538004381031095
108.0,1.1364859379999663
109.0,1.124370822888412
110.0,1.163383266150776
111.0,1.1771275385647035
112.0,1.1910181997908533
113.0,1.198328270472912
114.0,1.181220579279985
115.0,1.2071396673385615
116.0,1.207616446273291
117.0,1.2048108574943024
118.0,1.1953080236765543
119.0,1.2249664875502733
