name x y flux0 flux1 flux2 width rv
F04711  15.114 -14.823 2.25e-17 1.24e-17 1.48e-17 16.68 2075.58
F05450  25.154  -3.050 1.72e-17 1.05e-17 8.19e-18 14.22 2357.75
F05470  25.354  -3.333 2.17e-17 1.54e-17 7.88e-18 14.97 2357.43
F05456  25.433  -3.186 2.15e-17 2.19e-17 1.35e-17 13.86 2357.60
F05473  25.451  -3.307 1.64e-17 1.14e-17 6.85e-18 12.94 2357.54
F05451  25.466  -3.173 1.54e-17 1.01e-17 6.97e-18 12.82 2357.58
F05453  25.468  -3.141 1.52e-17 1.27e-17 7.52e-18 18.83 2357.70
F05457  25.469  -3.174 1.67e-17 1.30e-17 7.04e-18 12.70 2357.44
F05449  25.472  -3.177 3.21e-17 1.97e-17 1.38e-17 17.96 2357.37
F05458  25.472  -3.168 1.23e-17 1.41e-17 5.35e-18 11.90 2357.64
F05448  25.474  -3.087 1.83e-17 1.46e-17 9.67e-18 15.79 2357.58
F05442  25.487  -3.223 1.86e-17 1.35e-17 7.24e-18 13.08 2357.18
F05455  25.515  -3.164 1.34e-17 1.02e-17 7.23e-18 18.97 2357.73
F05447  25.522  -3.155 1.47e-17 1.05e-17 6.24e-18 14.89 2357.63
F05474  25.542  -3.186 1.79e-17 1.24e-17 1.08e-17 13.69 2357.58
F05464  25.560  -3.380 1.87e-17 1.10e-17 9.67e-18 16.38 2357.64
F05092  26.490 -14.932 1.19e-16 7.54e-17 5.77e-17 38.88 1116.06
F05082  27.216 -14.879 2.83e-17 2.63e-17 1.80e-17 38.32 1116.11
