name x y flux0 flux1 flux2 width rv
F06850 -29.966  -7.169 6.48e-17 4.98e-17 4.01e-17 49.99  791.73
F06839 -29.923  -6.338 4.95e-17 3.26e-17 2.59e-17 27.51  791.53
F06849 -29.739  -6.218 8.56e-17 5.11e-17 4.31e-17 47.06  791.51
F00023 -25.541 -13.091 3.57e-17 2.92e-17 1.87e-17 31.06 1080.37
F00034 -25.470 -12.590 3.38e-17 2.47e-17 1.26e-17 32.66 1080.23
F00029 -25.274 -12.791 1.03e-16 6.11e-17 4.03e-17 32.99 1080.40
F00037 -25.251 -12.521 2.55e-17 1.64e-17 8.18e-18 35.33 1080.41
F00028 -25.191 -12.605 2.42e-17 2.21e-17 1.23e-17 35.24 1080.20
F00024 -25.027 -13.016 4.13e-17 4.16e-17 2.48e-17 32.47 1080.22
F00031 -24.986 -12.734 4.68e-17 4.15e-17 2.58e-17 32.56 1080.51
F00035 -24.986 -12.714 1.20e-17 1.20e-17 8.23e-18 33.61 1080.45
F00022 -24.969 -12.782 3.04e-17 2.08e-17 1.78e-17 26.93 1080.37
F00044 -24.968 -12.336 6.68e-17 4.14e-17 2.65e-17 28.39 1080.34
F00027 -24.953 -12.649 6.92e-17 5.40e-17 3.47e-17 40.02 1080.43
F00033 -24.951 -12.674 5.99e-17 5.00e-17 2.66e-17 29.14 1080.40
F00038 -24.949 -12.701 1.36e-16 9.82e-17 4.23e-17 33.19 1080.39
F00041 -24.945 -12.665 5.87e-17 3.37e-17 2.60e-17 36.36 1080.36
F00021 -24.942 -12.651 8.07e-17 5.44e-17 4.11e-17 38.21 1080.52
F00043 -24.933 -12.688 4.26e-17 3.36e-17 2.13e-17 21.67 1080.48
F00042 -24.927 -12.695 1.01e-16 5.19e-17 3.61e-17 33.06 1080.41
F00032 -24.922 -12.912 1.11e-16 8.75e-17 4.94e-17 19.68 1080.33
F00025 -24.891 -12.772 4.90e-17 4.38e-17 2.78e-17 33.42 1080.32
F00039 -24.887 -12.651 1.11e-16 9.41e-17 6.17e-17 33.24 1080.37
F00026 -24.732 -12.774 7.85e-17 5.15e-17 3.14e-17 29.01 1080.25
F00036 -24.677 -12.560 6.20e-17 6.25e-17 3.42e-17 30.76 1080.30
F00030 -24.614 -13.159 1.04e-16 5.95e-17 5.05e-17 25.81 1080.50
F00040 -24.388 -13.167 5.81e-17 4.45e-17 2.99e-17 36.20 1080.36
