name x y flux0 flux1 flux2 width rv
F01398   8.336  15.142 2.58e-17 1.79e-17 1.05e-17 41.12  858.03
F01406   8.454  15.110 7.76e-17 5.89e-17 3.55e-17 32.67  857.82
F01396   8.477  15.055 7.66e-17 6.54e-17 3.77e-17 39.37  857.76
F01392   8.488  15.104 9.88e-17 7.52e-17 5.99e-17 36.29  857.83
F01407   8.494  15.173 1.18e-16 8.30e-17 4.83e-17 43.17  857.93
F01416   8.497  15.066 1.32e-16 8.63e-17 6.61e-17 51.50  857.97
F01389   8.505  15.110 1.38e-16 8.80e-17 6.08e-17 43.27  857.81
F01414   8.514  15.069 4.45e-17 3.14e-17 1.99e-17 38.35  857.79
F01397   8.534  15.101 1.91e-16 1.16e-16 6.88e-17 30.79  857.90
F01402   8.539  15.116 9.57e-17 7.58e-17 4.67e-17 32.95  857.86
F01390   8.543  15.112 9.18e-17 6.60e-17 4.23e-17 44.50  857.86
F01409   8.543  15.108 1.26e-16 8.51e-17 5.97e-17 27.71  857.96
F01394   8.547  15.135 4.29e-17 3.22e-17 2.04e-17 30.58  857.75
F01417   8.551  15.096 4.52e-17 3.26e-17 2.40e-17 38.20  857.91
F01410   8.551  15.093 1.37e-16 7.64e-17 5.32e-17 21.95  857.84
F01386   8.554  15.087 1.54e-16 1.16e-16 7.66e-17 40.17  857.94
F01415   8.556  15.096 1.49e-16 1.00e-16 8.44e-17 33.83  857.84
F01391   8.559  15.076 8.03e-17 5.13e-17 3.77e-17 48.54  857.82
F01413   8.559  15.098 1.21e-16 9.77e-17 5.57e-17 30.42  857.91
F01399   8.566  15.049 1.23e-16 8.05e-17 5.75e-17 50.34  857.87
F01401   8.586  15.106 7.46e-17 5.50e-17 3.83e-17 33.54  857.99
F01412   8.587  15.171 2.11e-17 1.69e-17 1.02e-17 46.18  858.05
F01404   8.589  15.202 1.30e-16 9.51e-17 6.21e-17 28.25  857.85
F01403   8.593  15.128 9.32e-17 5.85e-17 3.95e-17 37.90  857.73
F01387   8.596  15.004 2.37e-17 1.66e-17 1.03e-17 48.20  857.89
F01393   8.599  15.255 7.68e-17 7.02e-17 4.02e-17 34.22  857.81
F01418   8.608  15.033 2.28e-17 1.53e-17 1.10e-17 38.93  857.78
F01408   8.612  15.090 1.06e-16 8.88e-17 5.79e-17 54.59  857.90
F01395   8.645  15.182 3.17e-17 2.36e-17 1.14e-17 33.62  858.00
F01405   8.725  15.404 1.19e-16 9.87e-17 6.31e-17 36.70  857.78
F01400   8.771  15.206 1.06e-16 7.23e-17 5.01e-17 34.31  857.99
F01483  12.534  21.753 1.49e-17 1.22e-17 7.81e-18 13.53 2207.97
F01497  12.723  21.948 2.77e-17 1.88e-17 1.36e-17 17.71 2208.09
F01493  12.805  21.913 1.80e-17 1.23e-17 7.21e-18 13.84 2207.90
F01487  12.825  21.822 1.67e-17 1.33e-17 7.81e-18 14.17 2208.19
F01485  12.853  21.937 2.42e-17 1.31e-17 1.05e-17 16.83 2208.31
F01500  12.855  21.878 1.85e-17 1.44e-17 9.32e-18 23.29 2208.08
F01489  12.862  21.875 1.98e-17 1.45e-17 8.76e-18 16.33 2208.07
F01494  12.868  21.880 1.51e-17 1.17e-17 7.99e-18 14.80 2208.14
F01476  12.886  21.856 1.56e-17 1.06e-17 7.37e-18 18.97 2208.18
F01481  12.893  21.813 1.49e-17 1.11e-17 6.94e-18 10.82 2208.06
F01484  12.934  21.828 2.04e-17 1.17e-17 8.30e-18  9.30 2208.14
F01480  13.013  21.962 2.14e-17 1.38e-17 9.66e-18 13.83 2207.99
