name x y flux0 flux1 flux2 width rv
F00075 -14.084 -25.147 1.15e-17 1.30e-17 6.59e-18 14.63 2279.43
F00091 -14.013 -24.895 2.26e-17 1.16e-17 1.05e-17 14.64 2279.34
F00098 -13.828 -25.282 1.59e-17 1.17e-17 6.68e-18 14.73 2279.41
F00094 -13.818 -25.108 3.35e-17 2.44e-17 1.71e-17 13.75 2279.40
F00076 -13.815 -25.228 1.58e-17 1.17e-17 6.99e-18 15.31 2279.28
F00100 -13.801 -25.221 1.97e-17 1.40e-17 8.75e-18 13.85 2279.59
F00087 -13.800 -25.210 2.21e-17 1.68e-17 1.69e-17 18.24 2279.53
F00097 -13.797 -25.215 1.87e-17 1.28e-17 8.83e-18 19.51 2279.42
F00101 -13.734 -25.236 1.54e-17 1.08e-17 6.87e-18 20.95 2279.33
F01329  -3.308 -29.455 1.13e-16 9.14e-17 5.17e-17 33.96 1004.25
F01353  -3.304 -29.215 6.16e-17 2.89e-17 1.92e-17 32.02 1004.21
F01342  -3.153 -28.775 3.81e-17 3.04e-17 1.91e-17 38.24 1004.32
F01350  -3.122 -29.034 9.85e-17 9.30e-17 6.86e-17 35.03 1004.15
F01346  -3.097 -28.751 6.90e-17 3.83e-17 2.19e-17 33.24 1004.35
F01339  -3.091 -29.152 3.41e-17 2.82e-17 1.58e-17 30.11 1004.23
F01335  -3.082 -29.084 1.80e-17 1.23e-17 8.55e-18 29.81 1004.09
F01351  -3.072 -28.977 1.48e-17 1.00e-17 1.00e-17 36.88 1004.36
F01333  -3.058 -29.090 9.24e-17 7.27e-17 4.16e-17 36.87 1004.35
F01354  -3.051 -28.945 3.81e-17 3.14e-17 2.55e-17 34.23 1004.25
F01352  -3.005 -28.654 2.42e-17 1.68e-17 1.09e-17 30.79 1004.14
F01345  -3.002 -29.006 7.92e-17 5.61e-17 3.54e-17 30.27 1004.29
F01336  -2.986 -29.005 1.11e-16 8.53e-17 4.29e-17 33.82 1004.25
F01332  -2.985 -28.948 7.25e-17 4.73e-17 2.93e-17 36.28 1004.37
F01331  -2.980 -28.803 9.22e-17 7.22e-17 4.83e-17 36.36 1004.29
F01328  -2.964 -28.994 1.14e-16 7.71e-17 5.61e-17 34.33 1004.19
F01338  -2.945 -29.035 6.89e-17 7.24e-17 3.89e-17 39.72 1004.30
F01344  -2.927 -29.052 6.82e-17 6.64e-17 3.75e-17 37.06 1004.11
F01330  -2.902 -29.095 1.52e-16 8.32e-17 5.12e-17 31.53 1004.40
F01347  -2.867 -29.034 9.07e-17 5.65e-17 4.34e-17 32.72 1004.19
F01337  -2.861 -29.164 6.10e-17 3.92e-17 2.15e-17 39.37 1004.27
F01340  -2.850 -29.163 3.61e-17 3.31e-17 1.68e-17 29.77 1004.08
F01334  -2.803 -28.920 4.23e-17 3.15e-17 2.08e-17 42.26 1004.30
F01341  -2.766 -29.583 7.16e-17 5.47e-17 3.83e-17 33.05 1004.24
F01348  -2.661 -29.219 6.95e-17 3.75e-17 2.90e-17 36.71 1004.28
F01343  -2.646 -28.677 2.03e-17 1.01e-17 7.11e-18 31.06 1004.14
F01349  -2.624 -28.284 6.82e-17 5.03e-17 3.50e-17 28.08 1004.24
