name x y flux0 flux1 flux2 width rv
F00740  32.056  14.655 2.04e-16 1.83e-16 1.00e-16 33.93  784.30
F00733  32.244  14.578 1.17e-16 6.57e-17 4.75e-17 48.97  784.28
F00746  32.272  14.833 6.21e-17 5.09e-17 3.49e-17 48.62  784.20
F00756  32.281  14.874 5.59e-17 4.52e-17 2.36e-17 53.70  784.25
F00735  32.282  14.861 2.61e-17 1.99e-17 1.07e-17 46.00  784.18
F00752  32.282  14.964 4.99e-17 4.82e-17 2.76e-17 35.05  784.23
F00748  32.289  14.869 1.31e-16 9.63e-17 7.77e-17 44.69  784.13
F00759  32.291  14.875 3.01e-17 2.18e-17 1.05e-17 39.86  784.20
F00743  32.292  14.863 2.75e-17 1.90e-17 1.20e-17 43.17  783.97
F00755  32.294  14.855 9.56e-17 7.28e-17 5.68e-17 46.47  784.31
F00742  32.302  14.870 1.14e-16 8.61e-17 5.15e-17 45.42  784.21
F00732  32.304  14.856 1.32e-16 9.13e-17 4.56e-17 39.53  784.14
F00737  32.309  14.827 1.41e-16 9.79e-17 5.29e-17 43.29  784.18
F00749  32.311  14.885 1.66e-16 8.68e-17 7.63e-17 31.16  784.11
F00738  32.341  14.958 1.20e-16 8.77e-17 6.15e-17 62.06  784.32
F00730  32.343  14.856 1.63e-16 1.13e-16 6.21e-17 53.19  784.35
F00734  32.432  14.581 2.16e-16 1.51e-16 8.38e-17 49.73  784.04
F00736  32.449  14.668 8.18e-17 6.11e-17 4.49e-17 41.59  784.07
F00754  32.670  14.388 9.14e-17 6.22e-17 4.27e-17 49.74  784.17
F02160  36.057   5.253 2.32e-17 1.90e-17 1.41e-17 20.27 1669.10
F02139  36.064   5.182 3.77e-17 2.23e-17 1.56e-17 18.60 1669.06
F02165  36.095   5.010 3.22e-17 2.04e-17 1.14e-17 22.04 1669.07
F02141  36.107   5.139 1.76e-17 1.37e-17 1.09e-17 14.69 1669.11
F02136  36.131   5.295 1.85e-17 1.41e-17 9.67e-18 19.30 1669.12
F02138  36.169   5.076 2.50e-17 1.58e-17 1.52e-17 21.44 1669.20
F02156  36.186   5.109 4.18e-17 2.50e-17 1.77e-17 25.50 1668.96
F02162  36.189   5.102 1.32e-17 1.36e-17 8.14e-18 17.02 1669.03
F02157  36.211   5.110 2.66e-17 1.52e-17 1.19e-17 19.49 1668.96
F02153  36.222   5.143 5.38e-17 2.89e-17 2.43e-17 23.56 1669.07
F02161  36.226   5.133 2.10e-17 1.21e-17 9.17e-18 21.64 1669.00
F02163  36.226   5.176 3.50e-17 3.21e-17 2.47e-17 20.60 1669.12
F02137  36.229   5.138 2.37e-17 1.68e-17 1.16e-17 15.31 1669.05
F02145  36.229   5.138 4.60e-17 3.19e-17 1.81e-17 24.56 1668.91
F02147  36.231   5.137 2.65e-17 2.35e-17 1.43e-17 14.40 1669.17
F02151  36.234   5.152 3.98e-17 2.07e-17 1.53e-17 15.91 1669.25
F02155  36.243   5.139 1.84e-17 1.88e-17 9.79e-18 18.16 1668.96
F02159  36.254   5.297 2.91e-17 2.29e-17 1.91e-17 21.08 1669.13
F02149  36.264   5.136 3.32e-17 2.44e-17 1.29e-17 18.42 1668.91
F02142  36.265   5.191 3.15e-17 2.26e-17 1.44e-17 23.89 1669.03
F02140  36.270   5.320 3.06e-17 2.23e-17 1.44e-17 21.42 1669.01
F02148  36.287   5.173 2.32e-17 1.60e-17 7.68e-18 22.24 1668.91
F02146  36.307   5.170 5.67e-17 3.49e-17 2.28e-17 22.78 1669.11
F02144  36.342   5.136 2.78e-17 2.52e-17 1.07e-17 18.43 1668.89
F02150  36.411   4.965 2.65e-17 1.32e-17 1.37e-17 24.37 1668.99
