name x y flux0 flux1 flux2 width rv
F00705 -43.470  -3.279 8.67e-17 6.59e-17 4.29e-17 38.03  843.96
F00704 -43.267  -3.043 1.16e-16 8.51e-17 5.88e-17 43.10  843.93
F00708 -42.784  -3.803 1.23e-16 7.95e-17 5.50e-17 46.87  844.17
F00712 -42.755  -3.975 1.17e-16 8.32e-17 7.85e-17 50.82  844.00
F00723 -42.727  -4.018 1.41e-16 9.27e-17 6.22e-17 29.20  844.12
F00722 -42.723  -3.876 7.95e-17 5.58e-17 3.67e-17 40.51  844.13
F00720 -42.715  -3.786 5.09e-17 3.74e-17 2.02e-17 26.69  843.90
F00703 -42.689  -3.806 1.51e-16 1.03e-16 7.23e-17 29.06  844.13
F00713 -42.683  -4.039 8.95e-17 5.81e-17 3.15e-17 58.57  844.15
F00716 -42.670  -3.761 8.90e-17 4.62e-17 4.18e-17 45.20  844.28
F00728 -42.657  -4.111 2.44e-17 1.55e-17 1.30e-17 38.21  844.04
F00711 -42.641  -3.864 2.89e-17 1.54e-17 1.00e-17 42.29  844.02
F00710 -42.636  -3.412 8.92e-17 8.32e-17 4.73e-17 41.61  843.95
F00724 -42.633  -3.839 8.85e-17 7.18e-17 5.03e-17 43.54  844.15
F00729 -42.624  -3.776 1.55e-16 1.36e-16 6.98e-17 42.92  844.04
F00726 -42.620  -3.727 8.58e-17 5.25e-17 3.69e-17 55.55  844.12
F00727 -42.602  -4.025 1.44e-16 1.12e-16 5.93e-17 27.76  844.14
F00719 -42.592  -3.833 4.96e-17 3.32e-17 2.03e-17 25.97  844.12
F00718 -42.543  -4.192 1.25e-16 9.31e-17 5.53e-17 39.75  844.04
F00721 -42.513  -3.736 1.33e-16 8.76e-17 6.19e-17 39.64  844.18
F00706 -42.483  -3.731 5.90e-17 3.55e-17 2.21e-17 37.46  844.23
F00714 -42.466  -3.731 7.41e-17 6.11e-17 4.25e-17 46.77  844.12
F00717 -42.448  -3.753 1.25e-16 7.48e-17 5.03e-17 41.17  844.01
F00707 -42.447  -3.546 1.70e-16 9.28e-17 5.45e-17 44.71  844.23
F00715 -42.444  -3.714 3.19e-17 2.33e-17 2.01e-17 26.78  844.02
F00709 -42.165  -3.640 1.41e-16 8.14e-17 6.46e-17 44.00  843.83
F00725 -42.117  -3.426 1.08e-16 5.55e-17 4.07e-17 45.44  843.80
F04338 -33.742 -11.330 2.23e-16 1.70e-16 9.53e-17 51.32  724.35
F04354 -33.251 -10.222 1.06e-16 9.93e-17 6.90e-17 49.93  724.24
F04358 -33.190 -10.377 1.43e-16 9.35e-17 5.87e-17 52.69  724.12
F04336 -32.934 -10.606 1.33e-16 1.08e-16 8.70e-17 64.49  724.35
F04334 -32.931 -10.010 9.89e-17 6.47e-17 4.50e-17 46.41  724.16
F04357 -32.919 -10.126 1.26e-16 1.07e-16 5.78e-17 38.85  724.33
F04348 -32.893 -10.370 1.89e-16 1.29e-16 9.12e-17 47.53  724.38
F04345 -32.871 -10.277 2.15e-16 1.41e-16 9.07e-17 41.72  724.25
F04353 -32.797 -10.691 6.37e-17 4.67e-17 2.84e-17 41.91  724.42
F04339 -32.776 -10.326 8.84e-17 7.09e-17 4.07e-17 43.10  724.31
F04335 -32.770 -10.950 6.72e-17 3.53e-17 2.64e-17 50.64  724.17
F04352 -32.767  -9.906 1.75e-16 1.58e-16 8.94e-17 34.87  724.17
F04346 -32.761 -10.476 4.08e-17 3.00e-17 1.92e-17 47.17  724.21
F04332 -32.744 -10.333 1.69e-16 1.20e-16 7.86e-17 42.10  724.31
F04351 -32.724 -10.225 1.02e-16 8.18e-17 4.71e-17 45.66  724.44
F04347 -32.680 -10.344 8.48e-17 4.14e-17 4.63e-17 45.13  724.42
F04350 -32.668 -10.320 1.60e-16 1.22e-16 7.90e-17 46.53  724.25
F04344 -32.656  -9.128 1.12e-16 1.28e-16 6.53e-17 39.31  724.17
F04359 -32.656 -10.435 1.70e-16 1.14e-16 8.08e-17 44.86  724.32
F04343 -32.655 -10.497 8.19e-17 5.97e-17 2.93e-17 55.63  724.45
F04356 -32.573 -10.466 1.04e-16 7.54e-17 4.98e-17 49.94  724.39
F04337 -32.564 -10.645 1.03e-16 6.64e-17 4.32e-17 52.20  724.10
F04355 -32.521 -10.362 8.33e-17 4.33e-17 3.97e-17 49.77  724.35
F04342 -32.488 -10.647 1.83e-16 1.45e-16 7.94e-17 46.44  724.23
F04349 -32.290 -10.693 8.05e-17 6.93e-17 4.48e-17 38.85  724.24
F04340 -32.167 -10.104 7.71e-17 6.64e-17 4.34e-17 47.92  724.36
F04341 -31.895  -9.699 9.72e-17 5.63e-17 4.11e-17 42.79  724.32
F04333 -31.783  -9.411 1.58e-16 1.09e-16 7.52e-17 47.67  724.03
