Time,Flux
0.0,1.0759279384397664
1.0,1.103667948206524
2.0,1.1252488715484972
3.0,1.1284416513177966
4.0,1.118121229226609
5.0,1.138256546128822
6.0,1.1429425826916386
7.0,1.1617131811905748
8.0,1.1488187232730804
9.0,1.157084790353887
10.0,1.162220630352251
11.0,1.1693850185701895
12.0,1.1836405319165626
13.0,1.1758226485482433
14.0,1.200954099078997
15.0,1.2165050726291724
16.0,1.189351822059094
17.0,1.2233592225984082
18.0,1.2115133358744667
19.0,1.2331696789843842
20.0,1.2076284853396553
21.0,1.252196159301106
22.0,1.2744487432764173
23.0,1.2037265789742821
24.0,1.259624454900151
25.0,1.2761293214612197
26.0,1.2951783990506325
27.0,1.2417179723267242
28.0,1.2635654173748627
29.0,1.2990367483996537
30.0,1.2797260667860555
31.0,1.3320296860363237
32.0,1.32289274538527
33.0,1.3313009074538065
34.0,1.3094223837826453
35.0,1.3164705979438345
36.0,1.333801549276336
37.0,1.2544641028917312
38.0,1.2030461145708307
39.0,1.1631854458714295
40.0,1.1375087926026515
41.0,1.078864581914515
42.0,1.0042519693575078
43.0,1.0218604748259166
44.0,1.0267021909986498
45.0,1.0141742529853417
46.0,1.022969090927089
47.0,1.0252914952060515
48.0,1.0383146152611356
49.0,1.0432523428274314
50.0,1.059061269982648
51.0,1.064647954551465
52.0,1.0718514668518995
53.0,1.087185719065872
54.0,1.071077444509679
55.0,1.0803378539371353
56.0,1.076996823569578
57.0,1.0769669599107452
58.0,1.0891638220341253
59.0,1.0874018875363567
60.0,1.096163088097904
61.0,1.123862762465522
62.0,1.115059923222348
63.0,1.1452628824864348
64.0,1.1480633732565726
65.0,1.161432330559844
66.0,1.1634890030995888
67.0,1.1854174113430747
68.0,1.1934153822183096
69.0,1.1831066244697284
70.0,1.1861847278525086
71.0,1.2069765251203228
72.0,1.171860640394353
73.0,1.2007333629985444
74.0,1.2231111879875984
75.0,1.1975137958128834
76.0,1.210070400116622
77.0,1.2299612597972236
78.0,1.2358884811021824
79.0,1.240458976784347
80.0,1.2728314987845264
81.0,1.2521583415215198
82.0,1.2612179367866345
83.0,1.279124738468552
84.0,1.2541983236488186
85.0,1.279668044824109
86.0,1.2858185146712353
87.0,1.3085819725088397
88.0,1.2993672042977882
89.0,1.3025044243724375
90.0,1.311956758445422
91.0,1.334458583149135
92.0,1.3670891951006254
93.0,1.3319515832347846
94.0,1.2735031434929052
95.0,1.2218866452422086
96.0,1.1932045153066484
97.0,1.1367840519037529
98.0,1.0748061932228103
99.0,1.047764361728845
100.0,1.0236657740377755
101.0,1.000096260473642
102.0,1.0177691263609765
103.0,1.0221510656196293
104.0,1.0366646836935167
105.0,1.0306445172140546
106.0,1.0511117338426395
107.0,1.0686741231627412
108.0,1.044664231587781
109.0,1.0531087559837613
110.0,1.066685934887057
111.0,1.0867934938505124
112.0,1.080114545065893
113.0,1.0713768304315336
114.0,1.0834105147966586
115.0,1.1215528507147887
116.0,1.106038163258217
117.0,1.1182924614478378
118.0,1.1092263565661595
119.0,1.134139188229989
