name x y flux0 flux1 flux2 width rv
F00195 -14.997  -9.037 6.80e-17 6.78e-17 3.75e-17 33.39 1012.87
F00194 -14.995  -8.687 5.71e-17 3.95e-17 2.09e-17 32.91 1012.75
F00203 -14.989  -8.778 6.10e-17 5.08e-17 3.49e-17 34.68 1012.81
F00208 -14.936  -8.614 5.07e-17 3.43e-17 2.48e-17 38.82 1012.82
F00191 -14.920  -8.661 3.91e-17 3.60e-17 2.67e-17 24.92 1012.84
F00200 -14.911  -8.827 1.05e-16 5.94e-17 4.39e-17 26.00 1012.81
F00196 -14.858  -8.809 5.63e-17 3.18e-17 2.24e-17 40.64 1012.78
F04273  -7.712  -2.731 1.42e-15 9.99e-16 6.49e-16 174.75  211.03
F04255  -7.130  -3.487 1.22e-15 1.10e-15 6.05e-16 149.91  210.80
F04263  -6.974  -4.530 1.47e-15 7.64e-16 6.71e-16 170.92  211.09
F04256  -6.780  -3.624 2.77e-15 1.70e-15 1.30e-15 123.32  210.95
F04270  -6.661  -3.501 1.83e-15 1.40e-15 8.82e-16 179.68  211.17
F04278  -6.523  -3.264 1.72e-15 1.61e-15 1.10e-15 157.14  210.96
F04259  -6.315  -4.834 1.06e-15 5.04e-16 4.17e-16 217.92  211.09
F04262  -6.272  -3.653 1.72e-15 1.12e-15 9.06e-16 141.62  211.13
F04265  -6.252  -3.386 1.00e-15 6.73e-16 6.69e-16 166.23  211.18
F04267  -6.249  -3.304 1.74e-15 1.53e-15 7.83e-16 143.70  211.21
F04272  -6.226  -3.785 1.90e-15 1.11e-15 1.03e-15 168.14  210.82
F04260  -6.194  -3.610 2.44e-15 1.35e-15 1.01e-15 202.59  210.93
F04276  -6.190  -4.095 1.95e-15 9.47e-16 7.26e-16 136.55  210.81
F04252  -6.185  -3.733 7.41e-16 6.05e-16 3.91e-16 138.71  210.98
F04277  -6.181  -3.588 4.63e-16 3.09e-16 2.06e-16 167.40  211.09
F04268  -6.166  -3.599 1.62e-15 1.11e-15 6.29e-16 140.99  211.02
F04266  -6.141  -2.611 4.99e-16 2.70e-16 1.85e-16 208.78  211.18
F04261  -6.016  -3.834 1.70e-15 1.16e-15 8.86e-16 163.53  210.94
F04257  -6.011  -3.770 9.69e-16 9.22e-16 5.23e-16 159.58  211.08
F04275  -6.011  -4.439 1.63e-15 8.41e-16 5.50e-16 171.30  210.92
F04269  -5.991  -3.265 2.44e-15 1.63e-15 1.04e-15 156.54  211.15
F04271  -5.959  -3.694 1.25e-15 9.17e-16 5.51e-16 133.00  211.19
F04264  -5.851  -4.063 3.03e-15 2.29e-15 1.63e-15 153.63  211.02
F04253  -5.702  -3.472 1.04e-15 6.12e-16 6.47e-16 78.54  211.01
F04254  -5.334  -3.265 1.60e-15 1.05e-15 9.31e-16 147.60  211.05
F04258  -4.762  -4.148 5.52e-16 4.33e-16 2.99e-16 147.18  210.74
F04274  -3.123  -5.094 2.17e-15 1.19e-15 1.05e-15 109.43  210.59
