Time,Flux
0.0,1.1489410944150524
1.0,1.153386277968538
2.0,1.1614954594788982
3.0,1.142997272605145
4.0,1.1717858999805282
5.0,1.1791308693662645
6.0,1.18642476219771
7.0,1.185112642162321
8.0,1.1941273220281345
9.0,1.1987851179785156
10.0,1.172899338229704
11.0,1.212076001032624
12.0,1.2500714217375342
13.0,1.2315429808654204
14.0,1.2214126019313936
15.0,1.2539391459923892
16.0,1.2160903877053844
17.0,1.2655465540560789
18.0,1.2429251648283874
19.0,1.2608258742630916
20.0,1.300446201687438
21.0,1.2596911139307905
22.0,1.3029455613450605
23.0,1.3144380244372587
24.0,1.3122151295743265
25.0,1.3137144379971304
26.0,1.3209378359877915
27.0,1.3164135203640692
28.0,1.3479045270983276
29.0,1.3215169207437794
30.0,1.247415887236085
31.0,1.2105825106238162
32.0,1.1397343902461134
33.0,1.10765953977033
34.0,1.0807260856491667
35.0,1.0378657334133117
36.0,1.0114481986808865
37.0,1.0010888785355245
38.0,1.0437177313757202
39.0,1.0294265017329847
40.0,1.045977585101941
41.0,1.0266453297220026
42.0,1.055507235163006
43.0,1.049591270039913
44.0,1.0810192350523038
45.0,1.0692433618855375
46.0,1.0938797622722591
47.0,1.0858071069577826
48.0,1.078355056532937
49.0,1.1215284737165332
50.0,1.1023406903857058
51.0,1.1067702943608302
52.0,1.123290424823819
53.0,1.1102673883359828
54.0,1.1302292475781504
55.0,1.1146039150410325
56.0,1.1772486339296278
57.0,1.1175311215822132
58.0,1.1709629468775824
59.0,1.1594428414245381
60.0,1.1676828560328767
61.0,1.2069839564189528
62.0,1.1860371446420996
63.0,1.2266226291567002
64.0,1.2011119321122747
65.0,1.2288415827639276
66.0,1.2062357231258547
67.0,1.252314313367996
68.0,1.22441721629977
69.0,1.2523051015254727
70.0,1.264141124433198
71.0,1.2511331042416989
72.0,1.2516799310569464
73.0,1.2756273220233336
74.0,1.2664659254397466
75.0,1.2824607347615373
76.0,1.2995872695858492
77.0,1.3089999569978652
78.0,1.3135518389137806
79.0,1.2953349436893273
80.0,1.3463263510390353
81.0,1.3228599631336153
82.0,1.3538612470342615
83.0,1.3246190175772192
84.0,1.2504749484463902
85.0,1.1868013057488584
86.0,1.1466672938925542
87.0,1.1007411669291793
88.0,1.01962354787051
89.0,1.0152498096847062
90.0,0.9948332512439415
91.0,1.0261684399078759
92.0,1.0335609988071286
93.0,1.0253867617875132
94.0,1.0581591055542028
95.0,1.048320850102908
96.0,1.0731161238027074
97.0,1.042051043021137
98.0,1.0890834178630295
99.0,1.103730477728195
100.0,1.0581065092931843
101.0,1.084244494570161
102.0,1.0933409489303527
103.0,1.1261919710560973
104.0,1.1185074625835578
105.0,1.1261670307057137
106.0,1.1277029805716725
107.0,1.1335327297843731
108.0,1.1206903694607018
109.0,1.1360032183914865
110.0,1.1754029008144515
111.0,1.1788232071652263
112.0,1.1545580753458033
113.0,1.1594824119712848
114.0,1.1792484255100173
115.0,1.2014439425043761
116.0,1.1584934503564268
117.0,1.2356946211593183
118.0,1.2211453588789376
119.0,1.2381618406310135
