Time,Flux
0.0,1.0568371578751805
1.0,1.062616517609079
2.0,1.0790834711315125
3.0,1.0595691413394206
4.0,1.0977234594038618
5.0,1.0696461347189872
6.0,1.0704023453941773
7.0,1.1070711593117246
8.0,1.0831370019043247
9.0,1.096343508184936
10.0,1.1113816850137193
11.0,1.1136834796539419
12.0,1.123218722855213
13.0,1.157059230466717
14.0,1.1288484130617433
15.0,1.1439507483786966
16.0,1.1506341458540856
17.0,1.1690051978755218
18.0,1.1715118841633856
19.0,1.1881006838412023
20.0,1.2011609561724141
21.0,1.1675672127288401
22.0,1.2140507713047357
23.0,1.2045309108742652
24.0,1.244296752945872
25.0,1.2460513728210245
26.0,1.2250844620935846
27.0,1.2240392498511254
28.0,1.264461026917181
29.0,1.2590939440751117
30.0,1.2506145421432935
31.0,1.2597274021615117
32.0,1.2690106771817613
33.0,1.2630627496816154
34.0,1.272269640534502
35.0,1.3046356826382055
36.0,1.2902192584602263
37.0,1.305401174421269
38.0,1.3163189871664789
39.0,1.3324871304083747
40.0,1.3397587142515726
41.0,1.3267760507391766
42.0,1.349678642430413
43.0,1.3468312961240663
44.0,1.3291950618077297
45.0,1.2604553844158497
46.0,1.2578577052161706
47.0,1.2062517250252227
48.0,1.1526837991146903
49.0,1.1210100839992938
50.0,1.049184932313751
51.0,1.0113972058728868
52.0,1.0157671264329244
53.0,1.0181180894113362
54.0,1.004868615764124
55.0,1.0406700636436184
56.0,1.0268168263963295
57.0,1.038726002914375
58.0,1.0318572349778181
59.0,1.0628190815989216
60.0,1.0690585271377766
61.0,1.081730832725765
62.0,1.0825139426601817
63.0,1.0686850064137199
64.0,1.1089573569637983
65.0,1.1082581177620177
66.0,1.0980572871471004
67.0,1.1487329172304839
68.0,1.112988885994075
69.0,1.1410564717396887
70.0,1.1181080416043396
71.0,1.1397471517823532
72.0,1.1574254423302153
73.0,1.1580361383757487
74.0,1.154841092930774
75.0,1.1756777855288325
76.0,1.2004638001146843
77.0,1.192431749106605
78.0,1.1854201377119093
79.0,1.2000997639252264
80.0,1.2263511019637385
81.0,1.2274271583864633
82.0,1.2155794516738083
83.0,1.2278883716045934
84.0,1.259950515518034
85.0,1.229225033537313
86.0,1.2546912726400223
87.0,1.2514510000842642
88.0,1.2732548347851502
89.0,1.273040839502514
90.0,1.2548171347434842
91.0,1.2716708499558516
92.0,1.2987614657356585
93.0,1.3006872602839752
94.0,1.2988456065708827
95.0,1.3002554885907756
96.0,1.31505379808371
97.0,1.3534934776361174
98.0,1.3096262841572288
99.0,1.3385279205404954
100.0,1.3420653574150019
101.0,1.3360660412326757
102.0,1.3379870004129217
103.0,1.2496663829346157
104.0,1.2005831707579324
105.0,1.1707714178935593
106.0,1.1351338079989004
107.0,1.0584517312419965
108.0,1.0362901035924388
109.0,1.0095873268871913
110.0,1.0318366785310242
111.0,1.0330665715917062
112.0,1.0139189169860574
113.0,1.0282070440083846
114.0,1.0334219934193742
115.0,1.0257380569033747
116.0,1.0621522480388024
117.0,1.063515734342093
118.0,1.054230772660172
119.0,1.0943799791776534
