name x y flux0 flux1 flux2 width rv
F03323   6.247   4.987 1.56e-16 1.20e-16 6.87e-17 95.84  555.61
F03322   6.311   4.088 2.26e-16 1.19e-16 9.84e-17 49.68  555.51
F03303   6.414   4.113 6.99e-17 4.18e-17 3.35e-17 64.34  555.43
F03304   6.430   3.989 3.14e-16 2.73e-16 1.56e-16 74.50  555.53
F03316   6.547   2.801 2.61e-16 1.52e-16 8.45e-17 75.85  555.41
F03329   6.594   4.363 3.50e-16 3.36e-16 1.67e-16 66.83  555.47
F03296   6.611   4.010 2.23e-16 1.87e-16 1.15e-16 91.39  555.75
F03330   6.628   4.062 2.87e-16 2.17e-16 1.20e-16 66.28  555.45
F03320   6.634   4.149 2.50e-16 1.89e-16 9.28e-17 52.74  555.52
F03299   6.664   3.951 3.48e-16 2.86e-16 1.92e-16 54.51  555.64
F03331   6.716   4.047 1.10e-16 8.21e-17 4.52e-17 67.32  555.62
F03319   6.732   4.157 8.65e-17 5.11e-17 3.52e-17 52.24  555.50
F03310   6.772   4.130 2.16e-16 1.58e-16 8.66e-17 65.31  555.58
F03324   6.783   4.194 3.92e-16 3.66e-16 1.98e-16 78.49  555.45
F03312   6.791   3.791 4.27e-16 2.96e-16 1.76e-16 53.42  555.63
F03311   6.793   4.500 1.37e-16 7.62e-17 7.86e-17 44.04  555.67
F03315   6.797   4.124 2.96e-16 1.77e-16 1.17e-16 61.42  555.62
F03313   6.803   4.121 1.68e-16 1.02e-16 8.47e-17 49.06  555.71
F03317   6.810   4.164 2.13e-16 1.45e-16 1.14e-16 50.52  555.46
F03327   6.822   4.112 2.70e-16 1.76e-16 1.41e-16 74.29  555.66
F03302   6.830   3.901 2.51e-16 1.57e-16 1.20e-16 64.00  555.44
F03321   6.832   4.096 1.04e-16 6.91e-17 4.48e-17 55.09  555.63
F03328   6.847   3.971 3.24e-16 1.89e-16 1.22e-16 61.38  555.64
F03326   6.878   4.102 2.56e-16 1.93e-16 1.11e-16 70.48  555.73
F03318   6.928   4.167 2.77e-16 2.28e-16 1.15e-16 71.30  555.73
F03309   6.939   4.114 3.16e-16 2.01e-16 1.60e-16 50.57  555.62
F03300   6.954   3.977 2.51e-16 1.81e-16 1.09e-16 68.26  555.77
F03314   6.957   4.176 1.83e-16 1.19e-16 8.59e-17 87.01  555.72
F03298   6.960   3.959 1.43e-16 9.88e-17 7.31e-17 60.53  555.61
F03325   6.981   4.093 4.05e-16 2.87e-16 2.28e-16 76.04  555.58
F03307   7.022   4.059 2.88e-16 1.82e-16 1.61e-16 57.43  555.50
F03305   7.082   3.700 2.97e-16 2.16e-16 1.17e-16 58.12  555.53
F03297   7.175   3.453 2.69e-16 2.20e-16 1.95e-16 53.65  555.48
F03306   7.332   3.706 2.04e-16 1.48e-16 1.31e-16 71.72  555.61
F03301   7.588   3.375 3.39e-16 2.01e-16 1.30e-16 72.23  555.34
F03308   7.785   3.344 5.66e-17 4.65e-17 3.02e-17 50.40  555.45
F03042  11.309  14.395 1.54e-17 1.03e-17 5.99e-18 13.48 2321.24
F06176  11.581  12.421 1.84e-16 1.18e-16 1.02e-16 81.84  460.30
F03048  11.591  14.607 1.03e-17 1.04e-17 5.47e-18 15.71 2321.41
F03052  11.594  14.658 1.78e-17 1.63e-17 1.09e-17 15.34 2321.13
F03043  11.605  14.590 1.56e-17 1.07e-17 6.29e-18 17.67 2321.51
F03063  11.606  14.528 1.51e-17 1.07e-17 8.55e-18 14.49 2321.36
F03062  11.611  14.564 1.92e-17 1.19e-17 7.25e-18 12.39 2321.44
F03057  11.617  14.560 2.36e-17 1.40e-17 1.01e-17 14.57 2321.34
F03067  11.618  14.594 1.58e-17 1.35e-17 9.35e-18 15.10 2321.15
F03047  11.626  14.557 1.70e-17 1.54e-17 9.29e-18 10.34 2321.24
F03049  11.639  14.572 1.76e-17 1.21e-17 8.12e-18 17.22 2321.28
F03050  11.650  14.555 2.21e-17 1.51e-17 9.14e-18 14.48 2321.44
F03053  11.795  14.521 1.35e-17 1.29e-17 1.01e-17 18.53 2321.32
F06166  13.631  11.385 4.94e-16 3.36e-16 2.12e-16 65.93  460.83
F06184  13.728   8.557 3.25e-16 1.98e-16 1.38e-16 78.03  460.01
F06188  14.161  11.210 4.15e-16 2.34e-16 1.85e-16 62.44  460.79
F06162  14.351  12.427 5.85e-16 3.90e-16 2.12e-16 64.23  460.86
F06179  14.380  13.550 4.84e-16 2.69e-16 2.00e-16 80.23  460.73
F06180  14.424  13.645 4.24e-16 5.21e-16 2.28e-16 80.73  460.94
F06173  14.466  12.249 8.72e-17 5.98e-17 4.26e-17 82.17  460.89
F06169  14.475  11.871 2.13e-16 1.53e-16 1.61e-16 54.37  460.99
F06174  14.486  13.211 1.55e-16 1.16e-16 9.02e-17 69.34  460.85
F06167  14.537  12.197 2.10e-16 1.30e-16 7.41e-17 63.07  460.84
F06171  14.588  12.266 2.58e-16 2.22e-16 1.40e-16 95.74  460.89
F06175  14.620  11.330 5.07e-16 5.17e-16 3.13e-16 91.14  460.99
F06164  14.646  12.130 4.33e-16 3.14e-16 2.30e-16 61.89  460.83
F06178  14.668  12.101 4.14e-16 2.43e-16 1.34e-16 61.86  460.87
F06187  14.683  12.039 3.46e-16 2.71e-16 1.77e-16 59.14  460.90
F06177  14.686  12.104 3.72e-16 2.04e-16 1.72e-16 67.52  460.74
F06168  14.724  12.443 2.25e-16 1.36e-16 9.31e-17 89.39  461.00
F06165  14.803  13.031 4.62e-16 2.71e-16 1.97e-16 84.77  461.03
F06172  14.859  11.948 6.92e-17 5.01e-17 4.14e-17 83.44  460.88
F06181  14.913  12.566 7.18e-17 5.23e-17 3.43e-17 85.56  460.95
