name x y flux0 flux1 flux2 width rv
F04682 -36.437  -6.620 4.25e-16 2.71e-16 2.33e-16 70.01  425.76
F04695 -35.894  -7.148 7.65e-16 5.11e-16 3.78e-16 86.29  425.74
F04698 -35.890  -8.912 4.09e-16 3.27e-16 2.25e-16 61.29  425.84
F04690 -35.834  -6.383 4.28e-16 2.98e-16 1.59e-16 64.06  426.19
F04699 -35.691  -6.170 3.21e-16 3.20e-16 2.22e-16 80.87  426.08
F04675 -35.565  -7.440 2.79e-16 1.94e-16 1.32e-16 48.67  425.92
F04697 -35.504  -7.144 8.28e-17 7.39e-17 4.75e-17 74.89  426.02
F04686 -35.486  -7.136 2.88e-16 1.86e-16 1.44e-16 100.05  426.16
F04692 -35.428  -7.083 6.14e-16 3.54e-16 2.63e-16 55.75  425.89
F04700 -35.393  -6.955 5.24e-16 3.44e-16 2.55e-16 80.54  426.14
F04687 -35.360  -7.167 6.77e-16 4.00e-16 3.06e-16 61.56  426.00
F04676 -35.359  -7.358 6.97e-16 4.85e-16 4.07e-16 88.69  426.18
F04691 -35.331  -7.176 3.64e-16 2.68e-16 1.64e-16 69.93  426.01
F04673 -35.322  -7.176 5.75e-16 4.15e-16 2.42e-16 72.52  426.08
F04694 -35.321  -7.187 3.38e-16 2.05e-16 1.04e-16 83.23  426.08
F04679 -35.308  -7.125 5.34e-16 3.94e-16 2.15e-16 84.81  426.04
F04696 -35.165  -6.490 8.36e-17 6.83e-17 5.32e-17 81.46  425.98
F04683 -35.159  -7.117 4.86e-16 4.41e-16 2.29e-16 101.69  426.01
F04680 -35.125  -6.972 1.82e-16 1.41e-16 8.97e-17 95.66  426.14
F04674 -35.115  -6.848 7.82e-16 6.01e-16 4.00e-16 83.19  425.96
F04688 -35.083  -6.941 6.56e-16 4.94e-16 2.88e-16 90.47  426.03
F04678 -34.909  -7.913 5.19e-16 3.83e-16 2.54e-16 89.77  425.81
F04684 -34.835  -7.375 5.09e-16 2.72e-16 2.36e-16 73.87  425.99
F04693 -34.818  -7.181 1.06e-16 6.48e-17 5.18e-17 90.03  426.02
F04677 -34.775  -7.693 4.09e-16 2.77e-16 2.53e-16 71.66  425.97
F04689 -34.743  -7.768 4.10e-16 3.33e-16 1.75e-16 74.62  425.99
F04681 -34.598  -7.048 3.84e-16 2.47e-16 1.98e-16 78.41  426.18
F04685 -34.293  -6.110 5.78e-16 4.18e-16 2.33e-16 74.95  425.92
F03225 -33.527 -14.766 3.47e-17 3.20e-17 1.72e-17 22.66 1159.15
F03223 -33.293 -14.145 5.19e-17 3.74e-17 2.74e-17 29.85 1158.96
F03209 -33.171 -14.983 6.81e-17 3.58e-17 3.11e-17 32.49 1159.18
F03230 -33.100 -14.614 4.26e-17 3.06e-17 2.28e-17 41.58 1159.22
F03226 -33.098 -14.554 4.30e-17 3.53e-17 3.13e-17 31.53 1159.05
F03204 -33.017 -14.658 7.75e-17 4.79e-17 3.58e-17 29.00 1159.21
F03216 -33.015 -14.586 7.00e-17 6.76e-17 3.88e-17 28.91 1159.08
F03205 -33.011 -14.775 5.83e-17 3.04e-17 2.90e-17 19.28 1159.15
F03221 -32.999 -14.571 6.63e-17 4.64e-17 2.90e-17 31.88 1159.09
F03219 -32.997 -14.759 4.21e-17 3.58e-17 2.38e-17 34.44 1159.19
F03207 -32.984 -14.758 6.33e-17 4.28e-17 3.12e-17 27.81 1159.13
F03227 -32.973 -14.579 6.20e-17 3.72e-17 2.45e-17 32.22 1159.16
F03213 -32.966 -14.570 2.54e-17 2.15e-17 1.31e-17 27.91 1159.08
F03218 -32.963 -14.341 5.01e-17 3.38e-17 3.26e-17 28.79 1159.12
F03220 -32.961 -14.609 1.77e-17 1.06e-17 7.65e-18 29.50 1159.08
F03231 -32.952 -14.544 7.50e-17 4.41e-17 3.25e-17 27.79 1159.06
F03217 -32.948 -14.612 4.81e-17 3.32e-17 1.94e-17 28.53 1159.10
F03214 -32.926 -14.636 7.64e-17 4.66e-17 2.88e-17 33.29 1159.12
F03208 -32.906 -14.504 5.82e-17 3.83e-17 1.94e-17 30.34 1159.19
F03215 -32.905 -14.550 8.47e-17 5.47e-17 5.53e-17 29.86 1159.18
F03206 -32.901 -14.631 5.97e-17 3.37e-17 2.01e-17 36.17 1159.11
F03203 -32.893 -14.561 5.61e-17 5.37e-17 3.32e-17 29.46 1159.27
F03212 -32.855 -14.625 1.45e-17 1.05e-17 6.70e-18 22.58 1159.11
F03224 -32.778 -14.449 4.34e-17 2.97e-17 2.47e-17 32.84 1159.29
F03222 -32.649 -14.343 4.73e-17 6.07e-17 2.32e-17 34.70 1158.93
F03211 -32.281 -13.923 2.38e-17 1.53e-17 1.48e-17 38.98 1158.93
