name x y flux0 flux1 flux2 width rv
F02873 -30.438 -41.481 2.67e-17 1.94e-17 1.13e-17 15.09 2171.10
F02860 -30.168 -41.278 1.92e-17 1.22e-17 9.06e-18 19.15 2171.20
F02853 -30.117 -41.246 2.21e-17 1.27e-17 7.70e-18 16.50 2171.00
F02850 -30.065 -41.537 1.55e-17 1.83e-17 5.16e-18 13.58 2170.85
F02864 -30.040 -41.290 1.74e-17 1.09e-17 6.79e-18 18.08 2171.17
F02872 -30.038 -41.367 2.87e-17 2.33e-17 9.80e-18 18.89 2171.01
F02857 -30.022 -41.304 1.43e-17 1.10e-17 6.63e-18 16.33 2171.04
F02869 -30.019 -41.313 1.45e-17 1.48e-17 8.64e-18 16.89 2170.93
F02851 -30.016 -41.287 1.82e-17 1.73e-17 9.45e-18 12.84 2171.21
F02862 -30.016 -41.321 1.64e-17 1.06e-17 7.67e-18 17.62 2171.06
