name x y flux0 flux1 flux2 width rv
F00403 -16.321 -25.488 3.23e-17 1.65e-17 1.01e-17 18.77 1669.58
F00397 -16.118 -25.631 2.85e-17 2.92e-17 1.77e-17 20.65 1669.59
F00406 -16.058 -25.648 3.10e-17 2.66e-17 1.60e-17 18.38 1669.63
F00387 -16.052 -25.599 1.60e-17 1.24e-17 6.85e-18 29.78 1669.45
F00394 -16.036 -25.598 2.95e-17 2.28e-17 1.65e-17 22.99 1669.73
F00400 -16.032 -25.696 3.59e-17 2.22e-17 1.91e-17 17.51 1669.64
F00383 -16.022 -25.630 1.26e-17 1.28e-17 5.16e-18 22.35 1669.70
F00389 -16.016 -25.598 2.90e-17 2.39e-17 1.23e-17 20.44 1669.71
F00388 -16.003 -25.672 2.67e-17 1.76e-17 1.71e-17 22.02 1669.56
F00385 -15.994 -25.642 2.33e-17 1.65e-17 8.49e-18 20.05 1669.55
F00404 -15.993 -25.652 1.95e-17 1.53e-17 7.69e-18 17.19 1669.58
F00393 -15.987 -25.636 1.65e-17 1.07e-17 9.23e-18 21.18 1669.81
F00382 -15.987 -25.633 2.21e-17 2.05e-17 1.32e-17 21.12 1669.69
F00402 -15.978 -25.597 2.45e-17 2.07e-17 1.50e-17 20.98 1669.51
F00384 -15.967 -25.510 2.99e-17 1.90e-17 1.27e-17 21.61 1669.51
F00405 -15.951 -25.640 2.81e-17 3.22e-17 1.54e-17 27.28 1669.75
F00396 -15.948 -25.549 3.27e-17 1.72e-17 1.39e-17 24.59 1669.58
F00380 -15.932 -25.490 3.88e-17 3.79e-17 1.79e-17 21.90 1669.44
F00395 -15.890 -25.593 1.58e-17 1.53e-17 9.72e-18 17.63 1669.69
F00392 -15.855 -25.638 2.39e-17 2.66e-17 1.29e-17 17.41 1669.47
F00391 -15.841 -25.587 3.22e-17 2.09e-17 1.58e-17 17.11 1669.54
F00401 -15.825 -25.637 3.18e-17 2.28e-17 1.14e-17 17.92 1669.32
F00399 -15.540 -25.850 1.45e-17 1.25e-17 5.79e-18 21.05 1669.76
