name x y flux0 flux1 flux2 width rv
F02234 -29.813  38.733 7.29e-17 5.34e-17 3.48e-17 46.43  924.55
F02238 -29.801  39.190 1.12e-16 7.59e-17 5.32e-17 32.77  924.65
F02247 -29.767  38.998 7.79e-17 4.95e-17 3.73e-17 42.12  924.67
F02232 -29.591  38.866 3.87e-17 2.79e-17 1.79e-17 35.21  924.48
F02244 -29.589  38.765 7.96e-17 5.69e-17 3.64e-17 38.84  924.49
F02252 -29.574  39.247 6.89e-17 4.94e-17 2.99e-17 35.30  924.50
F02246 -29.558  38.862 1.08e-16 7.30e-17 5.01e-17 30.59  924.60
F02231 -29.545  38.674 1.03e-16 7.57e-17 4.98e-17 34.87  924.63
F02251 -29.529  38.820 1.19e-16 8.67e-17 5.74e-17 32.02  924.59
F02250 -29.513  38.928 1.31e-16 8.57e-17 6.72e-17 42.52  924.76
F02243 -29.476  38.884 3.03e-17 2.17e-17 1.54e-17 43.00  924.70
F02236 -29.463  39.369 7.87e-17 5.45e-17 4.32e-17 46.33  924.65
F02228 -29.462  38.899 8.15e-17 5.22e-17 3.69e-17 26.92  924.50
F02256 -29.459  38.864 3.69e-17 2.61e-17 1.69e-17 38.42  924.58
F02249 -29.457  38.917 9.28e-17 6.85e-17 3.98e-17 45.18  924.40
F02248 -29.445  38.701 1.10e-16 8.16e-17 5.68e-17 33.22  924.67
F02235 -29.441  38.820 1.25e-16 8.65e-17 5.85e-17 35.41  924.57
F02239 -29.440  38.864 1.60e-16 1.14e-16 7.58e-17 33.31  924.57
F02254 -29.438  38.828 9.07e-17 6.68e-17 4.36e-17 33.80  924.61
F02242 -29.436  38.801 1.37e-16 8.93e-17 5.87e-17 40.45  924.56
F02245 -29.435  38.860 3.53e-17 2.67e-17 1.66e-17 45.59  924.43
F02229 -29.433  38.954 1.03e-16 7.62e-17 5.21e-17 40.39  924.56
F02226 -29.432  38.860 5.38e-17 4.02e-17 2.77e-17 46.69  924.79
F02240 -29.429  38.849 1.84e-16 1.36e-16 8.86e-17 37.43  924.70
F02253 -29.424  38.821 3.72e-17 2.52e-17 1.75e-17 27.26  924.55
F02237 -29.384  38.660 9.61e-17 7.38e-17 5.41e-17 32.56  924.41
F02233 -29.372  39.261 1.59e-16 1.12e-16 7.15e-17 46.53  924.56
F02225 -29.216  38.570 5.59e-17 4.18e-17 2.73e-17 21.29  924.71
F02241 -29.045  38.843 1.27e-16 8.55e-17 5.30e-17 39.77  924.50
F02227 -28.875  38.458 1.21e-16 9.08e-17 5.54e-17 29.33  924.58
F01506 -20.899  32.780 1.44e-17 1.11e-17 7.17e-18 16.79 1875.41
F01520 -20.898  32.592 1.52e-17 1.07e-17 7.25e-18 22.00 1875.46
F01525 -20.843  32.700 3.16e-17 2.29e-17 1.49e-17 18.79 1875.36
F01517 -20.842  32.777 4.58e-17 3.11e-17 2.03e-17 17.65 1875.52
F01504 -20.838  32.682 2.49e-17 1.86e-17 1.11e-17 16.44 1875.60
F01529 -20.829  32.710 2.00e-17 1.66e-17 9.69e-18 17.19 1875.47
F01519 -20.828  32.678 2.10e-17 1.37e-17 9.86e-18 19.37 1875.42
F01512 -20.820  32.661 2.68e-17 1.88e-17 1.22e-17 18.33 1875.62
F01507 -20.814  32.678 1.90e-17 1.48e-17 1.01e-17 19.83 1875.32
F01513 -20.810  32.676 1.99e-17 1.44e-17 9.48e-18 22.20 1875.57
F01515 -20.809  32.696 2.97e-17 2.22e-17 1.42e-17 13.48 1875.55
F01503 -20.806  32.688 2.34e-17 1.56e-17 1.09e-17 18.16 1875.65
F01522 -20.805  32.695 1.95e-17 1.40e-17 9.65e-18 18.01 1875.52
F01511 -20.803  32.658 2.49e-17 1.65e-17 1.17e-17 16.24 1875.40
F01521 -20.802  32.731 2.32e-17 1.53e-17 1.12e-17 17.59 1875.43
F01508 -20.801  32.696 2.93e-17 2.05e-17 1.34e-17 22.17 1875.50
F01530 -20.794  32.679 1.91e-17 1.35e-17 8.85e-18 15.47 1875.50
F01510 -20.789  32.705 2.11e-17 1.53e-17 9.57e-18 17.55 1875.52
F01531 -20.782  32.705 3.52e-17 2.45e-17 1.66e-17 19.25 1875.48
F01527 -20.744  32.723 2.15e-17 1.62e-17 1.04e-17 15.64 1875.58
F01523 -20.646  32.639 3.40e-17 2.42e-17 1.54e-17 20.62 1875.59
F05031 -16.162  39.083 5.90e-17 4.19e-17 2.49e-17 25.05 1209.89
F05032 -15.741  39.171 5.41e-17 3.95e-17 2.65e-17 28.61 1209.94
F05025 -15.740  38.998 8.47e-17 6.05e-17 3.82e-17 22.74 1209.82
F05041 -15.721  38.744 1.53e-17 1.01e-17 6.80e-18 24.72 1209.87
F05042 -15.718  38.895 6.26e-17 4.69e-17 3.06e-17 22.66 1209.90
F05024 -15.710  39.035 4.47e-17 3.42e-17 2.21e-17 38.42 1209.97
F05038 -15.628  38.923 2.93e-17 2.24e-17 1.53e-17 24.74 1209.90
F05040 -15.601  39.004 4.55e-17 3.18e-17 2.06e-17 32.80 1209.94
F05023 -15.598  39.059 5.87e-17 4.08e-17 2.92e-17 25.74 1209.84
F05035 -15.593  38.967 2.09e-17 1.59e-17 1.03e-17 32.22 1209.94
F05034 -15.592  38.966 6.26e-17 4.51e-17 2.97e-17 26.79 1210.15
F05030 -15.559  39.088 7.20e-17 4.80e-17 3.36e-17 30.47 1210.04
F05036 -15.555  38.975 6.66e-17 4.95e-17 3.23e-17 25.10 1209.87
F05044 -15.553  38.911 2.86e-17 2.02e-17 1.32e-17 31.36 1209.96
F05039 -15.511  39.092 5.89e-17 4.11e-17 2.70e-17 20.74 1209.85
F05027 -15.509  38.985 6.21e-17 4.90e-17 3.00e-17 27.15 1209.99
F05028 -15.487  38.807 2.75e-17 1.94e-17 1.29e-17 27.16 1209.84
F05022 -15.485  38.977 3.20e-17 2.38e-17 1.44e-17 23.25 1210.08
F05026 -15.446  38.836 5.23e-17 3.26e-17 2.40e-17 28.17 1209.77
F05029 -15.390  38.720 5.31e-17 4.16e-17 2.73e-17 24.68 1209.86
F05043 -15.327  38.995 6.00e-17 4.27e-17 2.65e-17 27.27 1209.50
F05033 -15.325  38.913 2.60e-17 1.97e-17 1.34e-17 30.07 1209.87
F05037 -15.311  38.866 2.57e-17 1.78e-17 1.20e-17 26.29 1209.94
