name x y flux0 flux1 flux2 width rv
F00692  24.166 -11.514 1.98e-17 1.28e-17 1.09e-17 14.14 2233.92
F00682  24.234 -11.486 1.81e-17 1.22e-17 8.65e-18 14.00 2234.04
F00676  24.248 -11.525 2.59e-17 1.72e-17 9.76e-18 12.40 2233.97
F00675  24.276 -11.460 1.92e-17 1.35e-17 9.44e-18 15.12 2233.88
F00698  24.277 -11.476 1.53e-17 1.18e-17 7.41e-18  9.25 2233.92
F00700  24.281 -11.562 1.92e-17 1.36e-17 1.15e-17 15.55 2233.88
F00677  24.298 -11.311 2.17e-17 1.63e-17 8.91e-18 10.55 2233.83
F00673  24.333 -11.537 2.08e-17 1.73e-17 1.22e-17 16.63 2234.00
F01692  24.946  -0.112 3.61e-16 3.34e-16 2.31e-16 131.44  190.97
F01663  26.148  -0.491 1.50e-15 1.01e-15 6.50e-16 194.78  190.94
F01666  28.209  -4.085 1.24e-15 8.76e-16 7.12e-16 173.50  190.78
