Time,Flux
0.0,1.0137197577985113
1.0,1.0393239328403168
2.0,1.0408604130913865
3.0,1.0304570417245784
4.0,1.05679379104033
5.0,1.0469847285522487
6.0,1.0588543693221795
7.0,1.1059965628055368
8.0,1.085613402137637
9.0,1.0882088964801253
10.0,1.128126712068767
11.0,1.1035114097146772
12.0,1.1042694581341188
13.0,1.1329900006058329
14.0,1.1485364866077565
15.0,1.0989807069813229
16.0,1.1302966477216494
17.0,1.150750140693463
18.0,1.1436745606860343
19.0,1.170059673705682
20.0,1.1716203196181567
21.0,1.1436037604186284
22.0,1.1812205347246247
23.0,1.1878261941960122
24.0,1.1920862794956
25.0,1.2108216538756198
26.0,1.2414666484937429
27.0,1.2093950792776837
28.0,1.1936802905368846
29.0,1.2529964098609265
30.0,1.2298773691372014
31.0,1.2546914276019157
32.0,1.2469753139902024
33.0,1.2567733256215856
34.0,1.2714853965349528
35.0,1.2466881212100627
36.0,1.2968202289435453
37.0,1.2724032664731724
38.0,1.258815714747286
39.0,1.3006931308755605
40.0,1.3269975867944455
41.0,1.294255067338288
42.0,1.3259576464213034
43.0,1.2998328300437196
44.0,1.3702418285344042
45.0,1.3705511393844214
46.0,1.3342420472461496
47.0,1.2877830658131362
48.0,1.2453715924802677
49.0,1.1619717276284434
50.0,1.1358089109423086
51.0,1.0541077170441842
52.0,1.0200071572360407
53.0,1.0135113524424846
54.0,1.021979757802891
55.0,1.000270068834678
56.0,1.035372078062891
57.0,1.019453212818223
58.0,1.0269415362947414
59.0,1.0854701575975483
60.0,1.06295788443965
61.0,1.042716321692752
62.0,1.037539861519749
63.0,1.0945740594042626
64.0,1.0979882483906225
65.0,1.1045922223804112
66.0,1.1048263597856145
67.0,1.0903934070932964
68.0,1.128632396126812
69.0,1.0996872614682276
70.0,1.1234184646808498
71.0,1.1378441110306587
72.0,1.1418645639262186
73.0,1.1307253556479542
74.0,1.167418277305198
75.0,1.184656185337759
76.0,1.1988104914075972
77.0,1.1858918643958916
78.0,1.1610385757501875
79.0,1.1733533453474074
80.0,1.1711873031533144
81.0,1.194478043520744
82.0,1.2068692767830587
83.0,1.2208730028961128
84.0,1.197788327693109
85.0,1.2325907675164574
86.0,1.2352390525157773
87.0,1.2272980651431857
88.0,1.258025265265332
89.0,1.2634734329467048
90.0,1.2679504443163043
91.0,1.2826749707188527
92.0,1.2677556168479303
93.0,1.2777826379502064
94.0,1.2922507938629078
95.0,1.3002140847330559
96.0,1.2986832609540033
97.0,1.3025746430226375
98.0,1.3046628616360634
99.0,1.3442669357860628
100.0,1.3418457854785768
101.0,1.3472253112800396
102.0,1.3217666394809806
103.0,1.278606136245162
104.0,1.2151013513507336
105.0,1.1585350563151748
106.0,1.1494533287474342
107.0,1.091948271728923
108.0,1.0315751188376183
109.0,0.9856753989255462
110.0,0.9976455928393451
111.0,1.0014010416935752
112.0,1.0348915809356527
113.0,1.0097474966981248
114.0,1.0293971979106662
115.0,1.0657214049932415
116.0,1.0333201420438463
117.0,1.069730460324345
118.0,1.0717004083701274
119.0,1.0769716909230074
