name x y flux0 flux1 flux2 width rv
F02534 -38.283 -19.514 1.67e-17 1.54e-17 7.27e-18 13.55 2045.50
F02531 -38.253 -19.493 1.91e-17 1.12e-17 7.60e-18 15.50 2045.65
F02530 -38.247 -19.494 3.57e-17 2.36e-17 1.36e-17 13.50 2045.75
F02514 -38.221 -19.603 1.89e-17 1.22e-17 9.74e-18 19.96 2045.63
F02543 -38.214 -19.607 1.88e-17 1.32e-17 8.46e-18 19.15 2045.51
F02541 -38.211 -19.606 2.73e-17 1.42e-17 1.03e-17 12.86 2045.75
F02524 -38.205 -19.666 1.58e-17 1.18e-17 9.74e-18 14.59 2045.80
F02536 -38.201 -19.615 3.71e-17 1.60e-17 1.50e-17 22.68 2045.83
F02512 -38.197 -19.583 1.93e-17 1.19e-17 6.76e-18 19.52 2045.79
F02532 -38.192 -19.528 1.99e-17 1.92e-17 1.22e-17 14.22 2045.57
F02544 -38.189 -19.627 1.80e-17 1.33e-17 1.07e-17 16.26 2045.80
F02521 -38.188 -19.513 1.24e-17 1.10e-17 6.16e-18 13.73 2045.37
F02527 -38.185 -19.625 2.11e-17 1.13e-17 8.05e-18 19.76 2045.58
F02542 -38.185 -19.614 1.54e-17 1.78e-17 1.43e-17 15.15 2045.50
F02537 -38.171 -19.649 1.82e-17 1.58e-17 1.29e-17 14.93 2045.68
F02526 -38.163 -19.614 1.25e-17 1.01e-17 6.00e-18 13.25 2045.56
F02523 -38.145 -19.878 2.46e-17 1.69e-17 1.01e-17 18.19 2045.60
F02515 -38.143 -19.355 2.41e-17 1.99e-17 1.19e-17 14.33 2045.80
F02511 -38.120 -19.421 2.37e-17 1.53e-17 9.70e-18 15.33 2045.61
F02533 -38.114 -19.887 2.24e-17 1.23e-17 6.31e-18 18.21 2045.83
F02535 -37.995 -19.518 1.87e-17 1.47e-17 8.92e-18 21.54 2045.52
