name x y flux0 flux1 flux2 width rv
F03986 -42.417  44.450 3.12e-17 2.32e-17 1.50e-17 15.67 1747.22
F03989 -42.351  44.384 2.71e-17 1.97e-17 1.35e-17 20.69 1747.16
F03978 -42.324  44.638 3.01e-17 2.06e-17 1.39e-17 17.47 1747.14
F03995 -42.285  44.909 2.15e-17 1.51e-17 1.05e-17 19.49 1747.29
F03984 -42.271  44.822 1.58e-17 1.11e-17 7.73e-18 21.52 1747.19
F03977 -42.263  44.657 2.89e-17 2.16e-17 1.39e-17 21.76 1747.15
F03969 -42.252  44.877 1.63e-17 1.15e-17 8.08e-18 18.41 1747.21
F02806 -42.243  30.310 1.85e-16 1.30e-16 8.52e-17 31.04  790.14
F03992 -42.219  44.869 1.46e-17 1.08e-17 7.82e-18 21.61 1747.28
F03968 -42.209  44.873 3.00e-17 1.99e-17 1.42e-17 20.42 1747.31
F03983 -42.204  44.890 3.57e-17 2.45e-17 1.70e-17 24.35 1747.32
F03985 -42.200  44.901 2.18e-17 1.50e-17 1.03e-17 22.88 1747.20
F02809 -42.161  30.392 1.78e-16 1.29e-16 8.84e-17 41.92  790.08
F03981 -42.134  44.847 2.11e-17 1.49e-17 9.97e-18 16.07 1747.20
F03979 -42.132  44.870 2.25e-17 1.63e-17 1.06e-17 25.69 1747.32
F03988 -42.123  44.931 4.40e-17 3.09e-17 2.18e-17 17.75 1747.41
F03971 -42.123  44.780 2.87e-17 2.03e-17 1.30e-17 16.90 1747.44
F03996 -42.112  44.844 2.83e-17 1.86e-17 1.35e-17 17.15 1747.24
F03976 -42.108  44.762 2.95e-17 1.95e-17 1.38e-17 18.58 1747.24
F03991 -42.103  44.821 1.49e-17 1.08e-17 7.40e-18 16.62 1747.44
F03980 -42.098  44.788 2.02e-17 1.40e-17 9.32e-18 24.31 1747.35
F03964 -42.085  44.818 2.14e-17 1.55e-17 1.03e-17 19.61 1747.17
F03967 -42.072  44.679 2.17e-17 1.61e-17 1.01e-17 19.30 1747.29
F03987 -42.062  44.916 3.22e-17 2.24e-17 1.53e-17 13.86 1747.46
F03975 -42.055  44.849 2.78e-17 1.90e-17 1.33e-17 19.07 1747.40
F03993 -41.981  44.756 2.17e-17 1.52e-17 9.78e-18 14.83 1747.24
F02800 -41.899  31.671 1.27e-16 8.57e-17 5.88e-17 45.48  789.90
F03973 -41.897  44.834 3.18e-17 2.30e-17 1.56e-17 16.28 1747.14
F03990 -41.795  44.607 3.49e-17 2.42e-17 1.64e-17 19.29 1747.29
F02814 -41.764  30.820 9.82e-17 6.76e-17 4.52e-17 38.70  790.03
F02805 -41.763  30.438 1.09e-16 7.52e-17 5.21e-17 45.98  790.08
F02816 -41.744  30.867 1.02e-16 7.70e-17 4.99e-17 34.78  790.04
F02812 -41.700  30.102 1.37e-16 9.10e-17 6.18e-17 36.87  790.31
F02818 -41.684  30.476 1.87e-16 1.44e-16 9.39e-17 50.74  790.26
F02801 -41.681  30.413 1.39e-16 1.07e-16 6.92e-17 54.03  790.12
F02817 -41.671  30.356 1.53e-16 1.04e-16 6.96e-17 53.24  789.90
F02807 -41.584  30.218 1.44e-16 1.05e-16 6.66e-17 42.07  790.17
F02799 -41.569  30.451 1.72e-16 1.28e-16 8.58e-17 46.44  790.04
F02815 -41.561  30.368 1.13e-16 7.71e-17 5.26e-17 37.15  789.87
F02803 -41.556  30.365 1.06e-16 7.76e-17 4.95e-17 35.37  789.86
F02813 -41.556  30.620 5.57e-17 4.12e-17 2.67e-17 57.97  790.00
F02811 -41.528  30.644 3.75e-17 2.61e-17 1.74e-17 46.97  790.18
F02804 -41.522  30.158 1.11e-16 7.88e-17 5.61e-17 70.85  790.06
F02819 -41.424  30.486 1.13e-16 7.71e-17 5.50e-17 50.48  789.95
F02802 -41.206  30.448 1.14e-16 7.85e-17 5.20e-17 48.16  790.05
