name x y flux0 flux1 flux2 width rv
F01090  22.766 -32.052 2.13e-17 2.15e-17 1.25e-17 17.98 1693.21
F01097  23.045 -32.514 2.13e-17 1.03e-17 6.94e-18 22.91 1693.22
F01085  23.132 -32.264 3.20e-17 1.56e-17 1.05e-17 16.91 1693.24
F01082  23.145 -32.334 5.15e-17 2.87e-17 1.95e-17 20.88 1693.20
F01095  23.242 -31.615 2.22e-17 2.19e-17 1.44e-17 16.90 1693.09
F01094  23.278 -32.235 2.25e-17 2.06e-17 9.56e-18 25.49 1693.34
F01102  23.291 -32.150 2.03e-17 2.01e-17 1.29e-17 15.93 1693.44
F01080  23.308 -32.202 1.89e-17 1.16e-17 1.09e-17 18.80 1693.27
F01084  23.312 -32.214 3.76e-17 2.65e-17 1.72e-17 23.46 1693.18
F01078  23.328 -32.193 2.47e-17 1.76e-17 9.38e-18 19.37 1693.22
F01077  23.345 -32.225 2.94e-17 2.51e-17 1.76e-17 20.91 1693.41
F01083  23.346 -32.171 1.97e-17 1.50e-17 7.87e-18 16.82 1693.59
F01076  23.350 -32.252 2.53e-17 2.49e-17 1.07e-17 24.10 1693.46
F01087  23.360 -32.176 1.84e-17 1.57e-17 8.50e-18 19.44 1693.37
F01098  23.368 -32.221 2.86e-17 2.58e-17 1.98e-17 22.18 1693.31
F01093  23.370 -32.284 2.69e-17 1.65e-17 1.12e-17 21.61 1693.28
F01100  23.426 -32.179 1.16e-17 2.10e-17 6.36e-18 20.63 1693.23
F01103  23.453 -32.317 2.90e-17 2.08e-17 1.21e-17 15.77 1693.24
F01091  23.461 -31.957 4.29e-17 4.06e-17 1.60e-17 28.21 1693.30
F01081  23.488 -32.183 3.46e-17 1.49e-17 1.22e-17 17.82 1693.14
F01099  23.555 -32.189 2.22e-17 1.95e-17 1.21e-17 21.21 1693.29
F01092  23.836 -32.307 4.73e-17 3.45e-17 2.44e-17 21.48 1693.35
F01472  26.120 -30.572 7.93e-16 6.78e-16 3.92e-16 106.12  299.47
F01453  26.226 -30.443 1.48e-15 1.07e-15 6.42e-16 139.62  299.44
F01461  26.368 -30.466 6.48e-16 5.26e-16 5.56e-16 102.85  299.54
F01448  26.960 -30.737 3.71e-16 2.81e-16 1.87e-16 88.22  299.33
F01447  27.008 -30.480 1.10e-15 9.41e-16 4.34e-16 105.19  299.57
F01449  27.033 -32.112 6.96e-16 5.26e-16 3.46e-16 152.49  299.45
F01458  27.053 -30.526 6.00e-16 3.57e-16 2.57e-16 103.92  299.61
F01467  27.178 -30.123 8.26e-16 7.70e-16 6.22e-16 111.67  299.40
F01454  27.213 -30.558 1.01e-15 7.12e-16 5.00e-16 150.78  299.64
F01473  27.286 -30.634 6.22e-16 3.75e-16 2.89e-16 128.53  299.57
F01460  27.371 -30.557 1.23e-15 9.49e-16 5.61e-16 123.90  299.47
F01462  27.414 -30.733 1.89e-15 8.56e-16 6.47e-16 102.20  299.45
F01455  27.446 -30.111 1.46e-15 1.00e-15 5.68e-16 107.43  299.55
F01452  27.447 -30.538 2.04e-15 7.99e-16 5.56e-16 116.43  299.38
F01474  27.474 -30.904 5.12e-16 5.90e-16 2.61e-16 109.44  299.50
F01466  27.476 -30.390 6.25e-16 5.97e-16 3.62e-16 105.92  299.55
F01464  27.477 -30.341 4.89e-16 3.96e-16 2.29e-16 115.93  299.49
F01470  27.508 -30.376 3.72e-16 2.65e-16 2.61e-16 116.61  299.45
F01450  27.557 -30.548 2.55e-16 1.28e-16 1.14e-16 82.41  299.61
F01456  27.611 -31.344 8.88e-16 6.51e-16 2.76e-16 106.27  299.53
F01465  27.664 -30.352 1.21e-15 9.42e-16 5.26e-16 109.33  299.46
F01446  28.176 -31.284 9.16e-16 9.65e-16 4.05e-16 142.49  299.52
F01459  28.189 -30.677 8.41e-16 5.92e-16 3.23e-16 120.77  299.45
F01457  28.428 -32.437 1.53e-15 1.11e-15 6.10e-16 117.08  299.40
F01469  28.586 -30.442 6.66e-16 7.04e-16 3.19e-16 125.82  299.43
