name x y flux0 flux1 flux2 width rv
F03210 -32.651 -15.156 2.21e-17 2.10e-17 1.30e-17 29.10 1159.06
F04828 -32.591 -24.477 2.36e-17 2.16e-17 1.45e-17 19.75 1684.20
F04825 -32.475 -24.807 3.08e-17 1.75e-17 1.05e-17 25.41 1684.02
F04810 -32.470 -24.399 3.06e-17 2.95e-17 1.43e-17 22.61 1684.10
F04808 -32.466 -24.287 3.67e-17 1.59e-17 1.12e-17 22.38 1683.96
F04811 -32.452 -24.566 1.99e-17 1.49e-17 1.17e-17 20.37 1684.10
F04813 -32.394 -24.208 1.60e-17 1.13e-17 6.11e-18 18.50 1684.23
F04800 -32.370 -25.094 1.94e-17 1.12e-17 6.16e-18 21.80 1684.33
F04826 -32.328 -24.257 2.13e-17 1.24e-17 6.28e-18 19.51 1684.02
F04814 -32.324 -24.443 1.28e-17 1.04e-17 1.09e-17 20.59 1684.09
F04807 -32.321 -24.428 1.38e-17 1.37e-17 5.51e-18 21.81 1684.05
F04816 -32.318 -24.428 2.09e-17 1.17e-17 1.04e-17 24.92 1684.18
F04821 -32.308 -24.428 3.36e-17 1.16e-17 8.34e-18 20.65 1684.05
F04818 -32.305 -24.494 1.54e-17 1.07e-17 5.93e-18 20.78 1684.05
F04799 -32.300 -24.478 3.43e-17 2.98e-17 1.40e-17 30.41 1684.30
F04809 -32.296 -24.347 2.72e-17 2.11e-17 1.64e-17 18.85 1684.12
F04823 -32.291 -24.287 5.55e-17 3.75e-17 2.27e-17 21.15 1684.24
F04815 -32.287 -24.505 5.09e-17 2.64e-17 1.64e-17 24.28 1684.22
F04824 -32.272 -24.405 2.23e-17 1.46e-17 8.97e-18 20.97 1684.27
F04801 -32.271 -24.357 2.30e-17 2.09e-17 1.03e-17 17.60 1684.26
F04817 -32.266 -24.357 1.10e-17 1.01e-17 5.14e-18 21.33 1684.06
F04822 -32.254 -24.828 2.81e-17 2.16e-17 1.36e-17 18.72 1684.08
F04805 -32.157 -24.376 2.34e-17 2.12e-17 1.21e-17 17.49 1684.06
F04827 -32.148 -24.412 3.66e-17 2.00e-17 1.29e-17 20.53 1684.14
F04802 -32.032 -24.679 1.78e-17 1.63e-17 1.03e-17 18.95 1684.33
